salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
58904,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO20097116051,10-4020-000128,30064,283.0,1,847,847,5,11685.0,95086Vi60460,,785.958,77.5479,24.2337,887.7396,,674cdb0c-5475-44da-88c8-64915c272e41,2024-11-05
58905,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO19604111681,10-4020-000340,30113,282.0,10,653,653,5,11645.0,125132Vi60179,10088.0,43152.291,4160.8105,1300.2533,48613.3548,,fa3d5774-6486-4e9c-bdd4-2c0ca00a233f,2024-11-05
58906,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO19633186598,10-4020-000149,29579,281.0,3,1012,1012,5,12857.0,15135Vi66504,,43451.7,4161.0303,1300.322,48913.0523,,6b51ca5e-b177-44ce-8d1a-1f08017a28f9,2024-11-05
58907,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO19372175613,10-4020-000582,29485,276.0,4,1086,1086,5,17038.0,105174Vi88442,,28413.4274,2702.2211,844.4441,31960.0926,,10545d1a-445f-4f4c-9299-0f8cda6f5dd6,2024-11-05
58908,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO19285116289,10-4020-000448,29736,287.0,10,659,659,5,11874.0,95200Vi61305,10088.0,71774.1812,6891.8494,2153.7029,80819.7335,,7c738c6a-87f3-4c7c-9e20-87368946a78d,2024-11-05
58909,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO19343180161,10-4020-000024,29957,276.0,4,992,992,5,371.0,25208Vi1858,,73605.9574,7143.8639,2232.4575,82982.2788,,26dc7e45-232a-4072-bd7d-537f355c9e41,2024-11-05
58910,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO19169152738,10-4020-000272,29622,283.0,1,863,863,5,7829.0,95221Vi40533,,36336.306,3513.8393,1098.0748,40948.2201,,04cb425c-1886-407e-9500-95467f5339ae,2024-11-05
58911,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO19401135315,10-4020-000173,29714,289.0,6,473,473,5,6065.0,45226Vi31551,10085.0,27499.866,2642.9501,825.9219,30968.738,,8856ce48-8836-4c82-9775-873d19b39eaf,2024-11-05
58912,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO18589183922,10-4020-000067,29927,290.0,7,678,678,5,13784.0,55258Vi71470,,323.994,31.1034,9.7198,364.8172,,62c2c172-69d1-46ab-a3fa-e799dffd3814,2024-11-05
58913,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17690130629,10-4020-000047,29803,289.0,6,452,452,5,8552.0,125360Vi44231,10085.0,8387.946,804.067,251.2709,9443.2839,,833320d3-5526-4382-8350-55fa47481870,2024-11-05
58914,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17545129441,10-4020-000155,29639,289.0,6,470,470,5,4357.0,85410Vi22856,10085.0,69894.042,6721.8141,2100.5669,78716.423,,e3fcfe25-fe67-4355-ab81-836bd66191e1,2024-11-05
58915,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17371111245,10-4020-000688,29821,285.0,9,444,444,5,9314.0,75421Vi48034,10083.0,27568.494,2629.3245,821.6639,31019.4824,,3f61aa2c-6966-43c7-b522-36c5bc38140b,2024-11-05
58916,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17139180025,10-4020-000644,30105,284.0,1,902,902,5,14468.0,35459Vi75048,,19078.47,1838.3036,574.4699,21491.2435,,19a35d33-32fc-455e-a1e6-360ce526cad3,2024-11-05
58917,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17487197562,10-4020-000692,29709,284.0,1,906,906,5,10783.0,45485Vi55641,,6260.85,595.8857,186.2143,7042.95,,10dc7cdb-7b55-42e3-ab9a-58cb50c2a186,2024-11-05
58918,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17574131484,10-4020-000678,29722,289.0,6,555,555,5,12698.0,65491Vi65677,10085.0,61161.9757,5876.2809,1836.3378,68874.5944,,b5fd1470-a40b-41eb-bea5-570bd37bcf99,2024-11-05
58919,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17052190887,10-4020-000420,29660,276.0,4,1058,1058,5,18328.0,65521Vi95176,,52370.7113,5100.5779,1593.9306,59065.2198,,59941b2a-da38-4b32-af00-efad590e3852,2024-11-05
58920,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO16501139645,10-4020-000142,29796,282.0,10,642,642,5,18930.0,15539Vi98348,10088.0,84413.16,8250.3327,2578.229,95241.7217,,91520c34-3e46-4cae-a1b6-80487ccc5fda,2024-11-05
58921,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO16994165104,10-4020-000306,29528,277.0,3,788,788,5,4173.0,65552Vi21910,,34435.056,3309.3345,1034.167,38778.5575,,d147fb38-8879-43b0-9585-8e6da805bfaf,2024-11-05
58922,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO16385147925,10-4020-000249,30097,286.0,9,418,418,5,11179.0,125560Vi57671,10083.0,27159.4908,2577.5038,805.4699,30542.4645,,4e84a0ea-8384-4bb3-8ecf-bb4fdb1b853d,2024-11-05
58923,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO15805150591,10-4020-000382,29902,275.0,4,602,602,5,1553.0,45651Vi7941,,37.254,3.6757,1.1487,42.0784,,8c4703db-b8cd-4d68-a620-5a9d2af3ff3f,2024-11-05
58924,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO15457121920,10-4020-000297,29534,279.0,5,941,941,5,5262.0,75665Vi27530,,26653.374,2570.1278,803.1649,30026.6667,,32dd9736-6c72-4ae9-90e2-b872aac708b4,2024-11-05
58925,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO15544139465,10-4020-000282,30087,278.0,6,492,492,5,11119.0,65673Vi57363,10085.0,24805.836,2384.0238,745.0074,27934.8672,,148cc58f-ef9a-4bf2-9cb2-9b8a36039dd7,2024-11-05
58926,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO15486118845,10-4020-000121,29951,290.0,7,681,681,5,11814.0,105692Vi61073,,25086.474,2430.5755,759.5549,28276.6044,,a307c9c3-ce89-43de-9fde-93367210ffb6,2024-11-05
58927,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO15515112432,10-4020-000481,30043,290.0,7,701,701,5,13971.0,55699Vi72449,,43977.8958,4246.2616,1326.9568,49551.1142,,f5b7550c-9f37-4300-a852-b3dc2f5cb0ad,2024-11-05
58928,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO15341119997,10-4020-000327,30118,275.0,3,595,595,5,16569.0,95760Vi85806,,35758.356,3420.8622,1069.0194,40248.2376,,db6b43de-b20e-4f40-a3ac-69e46c59ffa8,2024-11-05
58929,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14906166345,10-4020-000424,29576,289.0,6,514,514,5,6442.0,95771Vi33449,10085.0,2902.908,283.7083,88.6588,3275.2751,,271012e2-44fb-47d5-a9f8-f876c6a9eba0,2024-11-05
58930,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14790187151,10-4020-000497,29499,289.0,6,527,527,5,5958.0,105809Vi31021,10085.0,39133.98,3763.4831,1176.0885,44073.5516,,ca5841f8-7260-47cc-9a2e-28c6fc9d011e,2024-11-05
58931,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14703168305,10-4020-000573,29488,286.0,9,436,436,5,5316.0,75838Vi27783,10083.0,49053.4638,4686.459,1464.5184,55204.4412,,b4dd8ce5-989f-4c38-b2d1-9f108a4112f7,2024-11-05
58932,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14761124028,10-4020-000408,29557,278.0,6,513,513,5,3513.0,15855Vi18487,10085.0,71891.3168,6928.0064,2165.002,80984.3252,,5b4d6e04-1c8b-4053-9669-f514f2b3ac1e,2024-11-05
58933,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14152169194,10-4020-000037,29775,284.0,1,836,836,5,10915.0,45902Vi56272,,1279.29,124.4305,38.8845,1442.605,,c157c9cb-874a-4e0b-a793-a2423f20b868,2024-11-05
58934,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO13630180029,10-4020-000640,29972,286.0,9,440,440,5,15018.0,115966Vi77720,10083.0,11375.316,1081.7156,338.0361,12795.0677,,7b754802-a8eb-424c-b60c-c5a260d03c03,2024-11-05
58935,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO13717119913,10-4020-000473,29897,281.0,4,1066,28,5,11215.0,16001Vi57849,,1414.752,138.7541,43.3607,1596.8668,,5f254ad7-c3a6-41c6-8a07-a3fab30a3a23,2024-11-05
58936,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO13195114203,10-4020-000553,30006,290.0,7,705,705,5,10139.0,26022Vi52255,,445.41,42.7594,13.3623,501.5317,,83979628-fbcb-465c-b2dd-1e7e33d1d11a,2024-11-05
58937,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12992156722,10-4020-000295,30027,276.0,4,1038,1038,5,17982.0,106029Vi93305,,4557.378,436.712,136.4725,5130.5625,,12bc3049-7ec8-44ee-9277-d04468395f14,2024-11-05
58938,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12818165681,10-4020-000587,29750,289.0,6,543,543,5,13480.0,46030Vi69848,10085.0,3482.85,339.1268,105.9771,3927.9539,,cae0456c-c9b1-4548-a02b-00835480b0c2,2024-11-05
58939,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12905199531,10-4020-000228,29881,278.0,6,483,483,5,9212.0,26034Vi47528,10085.0,890.82,85.5187,26.7246,1003.0633,,d82efb4e-f942-4318-bc8d-3e717976327c,2024-11-05
58940,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO13543115032,10-4020-000293,29690,281.0,1,1036,1036,5,7392.0,106045Vi38330,,15345.36,1495.3562,467.2988,17308.015,,10130b76-a91e-4997-a76f-d5db9d02961e,2024-11-05
58941,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO13050119899,10-4020-000160,29644,282.0,10,643,643,5,6468.0,16070Vi33565,10088.0,564.624,55.6448,17.389,637.6578,,f10022b0-c0a5-47d1-a486-c12001638427,2024-11-05
58942,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO13021136057,10-4020-000276,30089,276.0,4,1034,1034,5,4385.0,36077Vi23006,,2632.236,255.8046,79.9389,2967.9795,,2718f636-36ff-45c7-b11c-178017a90f78,2024-11-05
58943,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12673119602,10-4020-000499,30049,290.0,7,702,702,5,4304.0,116091Vi22619,,59860.276,5852.0802,1828.7751,67541.1313,,7534d67b-390a-4694-a487-1bded6e2fd6d,2024-11-05
58944,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12354164168,10-4020-000197,29891,277.0,3,775,775,5,5215.0,26120Vi27272,,35616.8319,3397.1629,1061.6134,40075.6082,,92605467-2437-4d99-af76-29f2d24c0de3,2024-11-05
58945,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12325137381,10-4020-000053,29801,277.0,2,759,759,5,17978.0,96133Vi93258,,3333.672,320.0325,100.0102,3753.7147,,86a1429f-f379-4d33-813e-2a9527c34182,2024-11-05
58946,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12470155874,10-4020-000672,29720,281.0,1,1100,1100,5,16023.0,116180Vi82836,,40802.2349,3962.3325,1238.2289,46002.7963,,20ff53b9-82f3-48b3-9dce-a2561c5674ab,2024-11-05
58947,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12093173799,10-4020-000285,29537,286.0,9,420,420,5,14938.0,106192Vi77386,10083.0,1807.038,178.2944,55.717,2041.0494,,5bec6fdc-7ecc-4ff0-b937-5ce57d865777,2024-11-05
58948,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11774195497,10-4020-000682,29823,286.0,9,443,443,5,6535.0,76237Vi33948,10083.0,25386.132,2413.8141,754.3169,28554.263,,3ebf56aa-5a52-43e1-82eb-bf5fb5d0f69e,2024-11-05
58949,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11165128759,10-4020-000586,30029,289.0,6,542,542,5,5089.0,116268Vi26640,10085.0,7388.898,704.6309,220.1972,8313.7261,,7c40b4e8-3778-4b32-af71-e31cca9d8bd8,2024-11-05
58950,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11455199372,10-4020-000072,29701,277.0,2,762,762,5,17544.0,26271Vi91102,,70286.7015,6935.9428,2167.4821,79390.1264,,40e5b0f4-514d-459c-849a-a92a84e9b6ba,2024-11-05
58951,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11397163065,10-4020-000176,29552,288.0,8,724,724,5,1977.0,66295Vi10292,10087.0,32797.2657,3129.8619,978.0819,36905.2095,,a3495ff9-caf9-464e-a86c-a82cdbde4268,2024-11-05
58952,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11310166409,10-4020-000212,29887,288.0,8,726,726,5,3586.0,26299Vi18893,10087.0,4335.264,427.746,133.6706,4896.6806,,799dc12a-a0bf-4e21-9bdb-952e96a9dda8,2024-11-05
58953,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11107122647,10-4020-000156,29577,278.0,6,471,471,5,319.0,16310Vi1621,10085.0,8181.12,776.9216,242.788,9200.8296,,4ea6d5a7-e0a5-4cd3-90f6-34a008a9ccfc,2024-11-05
58954,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11426118490,10-4020-000386,29681,279.0,5,950,950,5,17658.0,96311Vi91631,,323.994,31.1034,9.7198,364.8172,,b3fbae53-777c-440b-b64a-d0d561ab03ce,2024-11-05
58955,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO10933165051,10-4020-000407,29527,289.0,6,512,512,5,10338.0,56313Vi53352,10085.0,5721.768,549.2897,171.653,6442.7107,,177d37c2-721b-48dd-af0a-814e27005de8,2024-11-05
58956,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11194174095,10-4020-000048,29964,278.0,6,453,453,5,15735.0,66332Vi81322,10085.0,50668.986,4878.3081,1524.4713,57071.7654,,f58fdfdc-8be9-48ae-a4cd-09436178f133,2024-11-05
58957,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO10962177270,10-4020-000685,29822,278.0,6,557,557,5,18097.0,106344Vi93858,10085.0,33327.266,3208.374,1002.6169,37538.2569,,77460363-c7d2-4fe7-9989-b65513cce072,2024-11-05
58958,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO10875118816,10-4020-000281,29625,289.0,6,491,491,5,2602.0,86359Vi13535,10085.0,56647.6403,5426.3807,1695.744,63769.765,,594ff612-bfd0-4a74-b862-ebe3bfc7c03a,2024-11-05
58959,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO10353115061,10-4020-000088,29922,282.0,10,639,639,5,8091.0,116449Vi41938,10088.0,28762.3485,2776.9885,867.8089,32407.1459,,60d517e9-d6df-4510-bd0f-1080ce365599,2024-11-05
58960,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO10295117855,10-4020-000322,30019,282.0,10,652,652,5,12550.0,26460Vi64949,10088.0,5801.934,554.2421,173.2006,6529.3767,,c34c50d7-0a07-436d-b9a1-2646560bef51,2024-11-05
58961,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO10411162031,10-4020-000182,29550,283.0,1,853,853,5,12492.0,56480Vi64599,,55710.618,5328.5213,1665.1629,62704.3022,,1fa8b163-a49f-4d34-aebe-82a13f59cac8,2024-11-05
58962,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO870180310,10-4020-000621,29843,280.0,1,901,901,5,13939.0,76579Vi72292,,56579.796,5438.5824,1699.557,63717.9354,,21a277b3-112b-4561-aaec-268c4f0f173b,2024-11-05
58963,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO841129336,10-4020-000254,29559,280.0,1,861,185,5,14489.0,126587Vi75136,,77475.2281,7490.0571,2340.6428,87305.928,,5074b2e3-1e05-47bb-af33-30447c0cd34a,2024-11-05
58964,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO725133390,10-4020-000291,29535,275.0,4,591,591,5,6272.0,116590Vi32586,,218.454,21.5541,6.7357,246.7438,,e5d5b8f2-ef24-4914-ab30-30f4a4b0a89e,2024-11-05
58965,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1073148351,10-4020-000284,29687,288.0,8,730,730,5,10553.0,86592Vi54388,10087.0,12647.652,1231.1837,384.7449,14263.5806,,78b030a2-087c-4184-a804-2074c244c0ec,2024-11-05
58966,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1160166903,10-4020-000038,29806,283.0,1,837,837,5,5347.0,66627Vi27985,,2321.262,222.8412,69.6379,2613.7411,,8698725b-dc5c-4f76-aaad-ef17319cdae5,2024-11-05
58967,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1015173047,10-4020-000122,30066,288.0,8,721,721,5,2880.0,36631Vi15000,10087.0,105.294,10.389,3.2466,118.9296,,41912dec-1dee-41b4-a081-4c9df39eb9b5,2024-11-05
58968,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1305182599,10-4020-000319,30020,287.0,7,692,692,5,6536.0,96645Vi33951,,13938.87,1336.7624,417.7382,15693.3706,,65cfd47c-c45b-4404-b2e9-00fbce792ed4,2024-11-05
58969,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1450136230,10-4020-000571,29856,290.0,7,706,706,5,9617.0,56683Vi49559,,9700.302,913.3448,285.4202,10899.067,,942bbd1d-e5d4-4d6b-aeeb-8c4dac1b2d30,2024-11-05
58970,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1624182044,10-4020-000579,29486,275.0,3,621,621,5,15369.0,46685Vi79380,,27951.6011,2685.9319,839.3537,31476.8867,,d3c786a0-6ff7-4a1b-872d-6a3451f37da2,2024-11-05
58971,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1537134870,10-4020-000611,29563,279.0,5,978,978,5,14814.0,46716Vi76739,,37323.8223,3572.4081,1116.3775,42012.6079,,823c2328-108d-462b-b39c-434bc96f5241,2024-11-05
58972,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1798131785,10-4020-000010,29770,289.0,6,445,445,5,782.0,46717Vi3974,10085.0,80691.0075,7766.2065,2426.9395,90884.1535,,781192a0-d075-413d-b70f-0d9278a16220,2024-11-05
58973,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO1740110032,10-4020-000460,29740,289.0,6,520,520,5,18813.0,126742Vi97739,10085.0,16.182,1.4024,0.4383,18.0227,,0ae78a3c-c192-4ec5-9669-4b1ee11433a7,2024-11-05
58974,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO2813115918,10-4020-000090,29707,277.0,5,764,764,5,7597.0,26830Vi39355,,34640.0564,3322.3732,1038.2416,39000.6712,,6135ec00-697b-4419-9c4d-53bc9ab265f8,2024-11-05
58975,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO2697145020,10-4020-000187,29938,276.0,4,1020,1020,5,12933.0,96831Vi66885,,33623.778,3253.2511,1016.641,37893.6701,,3739564e-67ad-4934-b64f-82cecc36e063,2024-11-05
58976,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO20213146485,10-4020-000216,29592,277.0,2,778,778,5,17368.0,127365Vi90218,,10376.3682,985.2142,307.8794,11669.4618,,fd72e52b-59fd-4c2d-aa70-307f7f233324,2024-11-05
58977,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO18763128008,10-4020-000059,29799,281.0,4,997,997,5,12582.0,87374Vi65096,,10074.06,967.4506,302.3283,11343.8389,,7e296fa9-31e4-430f-86b2-d6e70c804867,2024-11-05
58978,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO18531185017,10-4020-000613,30037,278.0,6,545,545,5,6546.0,127375Vi34018,10085.0,7449.3398,711.2759,222.2737,8382.8894,,5c59d101-a10c-4a53-9296-40051b626f36,2024-11-05
58979,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO18038174164,10-4020-000509,29496,281.0,4,1072,1072,5,8274.0,57378Vi42874,,21423.324,2059.5312,643.6035,24126.4587,,257054c4-604e-4b5f-a90a-589a40e7215f,2024-11-05
58980,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO18502175539,10-4020-000154,29629,289.0,6,469,469,5,11580.0,127383Vi59860,10085.0,97647.72,9417.2592,2942.8935,110007.8727,,643f1389-1559-4a94-98f0-ac47c50aa49d,2024-11-05
58981,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO18299143459,10-4020-000118,29950,289.0,6,463,463,5,5110.0,107386Vi26747,10085.0,38380.9856,3673.6169,1148.0053,43202.6078,,b901325e-0b1e-4047-8932-3e1a8e43e648,2024-11-05
58982,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO18125159249,10-4020-000311,29696,281.0,4,1039,1039,5,11080.0,117388Vi57160,,21305.646,2049.8869,640.5897,23996.1226,,f9f9977f-6d82-4869-82e8-cf9a8ce789de,2024-11-05
58983,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17835112852,10-4020-000551,29494,289.0,6,537,537,5,17600.0,17389Vi91370,10085.0,818.7,80.7784,25.2433,924.7217,,9ed6facf-6244-4bce-8705-7b1c183b73f8,2024-11-05
58984,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO16153135798,10-4020-000186,29653,276.0,4,1019,1019,5,12529.0,87391Vi64808,,18959.586,1820.5834,568.9323,21349.1017,,62b3249f-0a7f-4aa0-a62b-0eb3d2fc2cbd,2024-11-05
58985,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17951195513,10-4020-000637,29971,278.0,6,549,549,5,15138.0,67396Vi78298,10085.0,3067.068,295.0544,92.2045,3454.3269,,77c89f99-5d2b-454e-89f2-9a5b5c00913b,2024-11-05
58986,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO17226183653,10-4020-000561,29508,275.0,4,619,619,5,3787.0,37397Vi19939,,356.898,35.2139,11.0044,403.1163,,15d01c73-710e-4c5e-bb49-e3969a806214,2024-11-05
58987,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO18241161045,10-4020-000477,29762,279.0,5,961,961,5,14599.0,17398Vi75697,,9709.998,932.4504,291.3908,10933.8392,,d0fe1244-f211-447f-b68e-2f0309230eec,2024-11-05
58988,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO16124114660,10-4020-000649,29975,276.0,4,1098,1098,5,14542.0,47400Vi75416,,4878.75,467.9791,146.2435,5492.9726,,271ec7f7-0466-42eb-a904-fbf103693cb9,2024-11-05
58989,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11977137958,10-4020-000675,29721,279.0,5,984,984,5,19078.0,87403Vi99116,,6632.886,645.0922,201.5913,7479.5695,,9e5ae70f-3d2e-4034-9777-56e3d5a22546,2024-11-05
58990,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14935126520,10-4020-000443,29603,289.0,6,518,518,5,17281.0,107404Vi89721,10085.0,1430.442,137.3224,42.9133,1610.6777,,71e5882f-eef8-4cfc-8b5b-db9f1a2b34c5,2024-11-05
58991,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO16530115443,10-4020-000601,30033,276.0,1,1090,1090,5,10713.0,117405Vi55301,,1920.486,184.6479,57.7025,2162.8364,,d8e11bca-905d-4185-a4de-842c4be9616c,2024-11-05
58992,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO16182112796,10-4020-000023,29809,281.0,4,991,991,5,14140.0,87406Vi73346,,3768.12,351.6945,109.9045,4229.719,,f516b883-3e16-47bd-b6a3-20615ecac3d4,2024-11-05
58993,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14297167367,10-4020-000627,29841,279.0,5,980,980,5,14234.0,117409Vi73798,,27721.368,2666.1849,833.1828,31220.7357,,6d44e17e-0773-4b14-9e7c-91ede70f9743,2024-11-05
58994,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14877146958,10-4020-000172,29711,289.0,6,472,472,5,17062.0,17410Vi88581,10085.0,24.288,2.3964,0.7489,27.4333,,a5bbe112-1ae3-4653-a82c-a91f788e686e,2024-11-05
58995,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO16269190750,10-4020-000624,29842,281.0,4,1094,1094,5,11056.0,107411Vi57044,,35834.142,3445.6897,1076.778,40356.6097,,177a0d14-9351-40a0-b29e-52c675d6fd76,2024-11-05
58996,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14268110627,10-4020-000418,29651,275.0,3,606,606,5,19154.0,47413Vi99543,,35390.406,3397.9404,1061.8564,39850.2028,,85268a2d-c82f-46c5-9556-323a9939f01b,2024-11-05
58997,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12151154896,10-4020-000195,29652,286.0,9,415,415,5,230.0,77417Vi1175,10083.0,762.174,64.5752,20.1797,846.9289,,deae65ee-e069-4b96-af2b-0231b62c3798,2024-11-05
58998,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO15834116108,10-4020-000417,29659,275.0,4,605,605,5,17935.0,97418Vi93027,,356.898,35.2139,11.0044,403.1163,,8cc0bbb1-5d1f-43f0-a025-624406fb6466,2024-11-05
58999,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14065118978,10-4020-000379,29903,284.0,1,874,874,5,16978.0,87419Vi88077,,1142.856,112.7618,35.2381,1290.8559,,32500d41-4f96-4cd2-a695-13589eb2a633,2024-11-05
59000,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO13137196470,10-4020-000445,29735,290.0,7,699,699,5,8213.0,17420Vi42558,,72.876,7.1904,2.247,82.3134,,18a2588a-2923-4253-95e0-ca7d5d461c07,2024-11-05
59001,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO12180120012,10-4020-000303,29529,286.0,9,421,421,5,18570.0,117421Vi96529,10083.0,1021.536,98.8478,30.8899,1151.2737,,fec1aecf-af7b-4c67-af75-5776b195f864,2024-11-05
59002,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14210147786,10-4020-000030,29959,278.0,6,450,450,5,4851.0,87422Vi25493,10085.0,404.664,39.9268,12.4771,457.0679,,c0d4f672-80c3-4d5d-afe7-4d39c591acc0,2024-11-05
59003,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO14239121229,10-4020-000550,30007,289.0,6,536,536,5,14153.0,127423Vi73428,10085.0,3788.304,356.8109,111.5034,4256.6183,,cb51b5be-65e1-418a-a7a0-d1daef4b5487,2024-11-05
59004,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO8062155143,10-4020-000033,29960,286.0,9,406,406,5,7182.0,27431Vi37268,10083.0,1391.994,133.6314,41.7598,1567.3852,,db6eb696-2064-4d62-a092-73e54f56535a,2024-11-05
59005,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO11890144892,10-4020-000472,29743,275.0,3,612,612,5,3465.0,37433Vi18251,,16.272,1.6055,0.5017,18.3792,,fee1413f-7bc4-4da5-97dc-1cd283e52414,2024-11-05
59006,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO9019145536,10-4020-000576,29487,277.0,2,818,818,5,8010.0,67434Vi41477,,3683.94,351.3066,109.7833,4145.0299,,8ff0180d-7ede-4800-9aad-6bfc65d4e0c5,2024-11-05
59007,10,2024-10-29,2024-11-10,2024-11-05,5,false,PO8352188193,10-4020-000636,29838,277.0,2,823,823,5,12030.0,27437Vi62170,,1142.856,112.7618,35.2381,1290.8559,,15abc5d1-af1a-433f-92f7-331f2d86d68c,2024-11-05
