businessentityid,creditcardid,modifieddate
17421,18082,2025-05-21
17422,5200,2024-04-24
17423,7074,2024-10-13
17424,11007,2024-10-05
17425,7302,2024-07-29
17426,14748,2024-11-11
17427,8653,2024-05-01
17428,9414,2024-02-24
17429,9771,2023-10-25
17430,16687,2025-06-11
17431,17998,2023-04-05
17432,8964,2024-10-28
17433,12074,2025-04-17
17434,7716,2024-11-11
17435,2478,2024-07-04
17436,8345,2023-07-19
17437,4404,2024-08-29
17438,11193,2024-12-14
17439,15310,2025-04-09
17440,5030,2025-01-01
17441,259,2024-12-05
17442,17317,2024-08-07
17443,8897,2025-04-10
17444,9807,2024-12-07
17445,1252,2025-03-30
17446,17919,2025-01-17
17447,18885,2024-08-30
17448,14166,2024-11-09
17449,13014,2022-10-13
17450,4035,2025-06-17
17451,11881,2025-01-05
17452,9962,2024-12-26
17453,14673,2024-10-27
17454,12910,2025-01-12
17455,4736,2022-09-14
17456,6246,2024-08-08
17457,5298,2024-11-21
17458,701,2025-01-27
17459,13140,2025-03-01
17460,2266,2023-11-16
17461,8583,2022-09-27
17462,158,2025-05-08
17463,8489,2024-10-21
17464,1571,2024-10-22
17465,11460,2025-05-13
17466,3135,2024-09-26
17467,14220,2024-10-05
17468,14697,2024-08-19
17469,16435,2023-03-14
17470,9831,2024-03-15
17471,14168,2025-01-04
17472,13820,2022-12-31
17473,2112,2024-07-17
17474,10585,2024-09-20
17475,18531,2023-04-26
17476,11994,2023-05-31
17477,7745,2025-05-09
17478,1297,2025-05-13
17479,14794,2024-12-31
17480,18550,2024-08-24
17481,5235,2024-03-26
17482,14922,2024-07-11
17483,1957,2023-03-11
17484,5540,2023-06-11
17485,10496,2024-04-11
17486,1929,2025-03-31
17487,5170,2025-06-08
17488,10719,2025-03-21
17489,12104,2025-02-18
17490,4245,2024-12-27
17491,18139,2024-01-22
17492,7381,2025-01-29
17493,11531,2025-02-17
17494,3487,2024-08-11
17495,9408,2025-03-12
17496,1997,2025-01-02
17497,12869,2024-01-08
17498,9813,2024-12-27
17499,11942,2025-02-11
17500,3433,2024-07-31
17501,16605,2024-08-25
17502,18359,2025-05-13
17503,19036,2024-07-06
17504,7018,2025-03-02
17505,1139,2023-10-30
17506,11300,2024-08-14
17507,2423,2025-01-10
17508,8401,2025-01-18
17509,12183,2024-10-21
17510,12806,2024-09-07
17511,6358,2024-09-30
17512,15815,2024-12-06
17513,13095,2024-07-07
17514,3117,2025-01-14
17515,4651,2022-06-19
17516,10381,2024-09-05
17517,3515,2025-04-26
17518,18205,2025-05-29
17519,5495,2022-10-12
17520,10289,2022-11-13
17521,15894,2023-07-16
17522,15172,2023-10-05
17523,2198,2024-10-07
17524,2000,2024-03-15
17525,17704,2025-06-09
17526,5719,2024-03-26
17527,4513,2024-12-22
17528,12719,2025-02-05
17529,5872,2023-03-12
17530,16252,2025-05-21
17531,18938,2023-03-10
17532,3198,2025-03-09
17533,933,2025-01-04
17534,18801,2024-02-24
17535,18954,2025-05-13
17536,12741,2023-07-10
17537,6677,2024-09-07
17538,19042,2024-10-16
17539,2360,2023-12-04
17540,1264,2025-04-01
17541,3754,2025-02-05
17542,16230,2024-09-02
17543,14501,2025-03-29
17544,10074,2025-04-05
17545,12212,2024-11-08
17546,14017,2024-12-08
17547,17477,2025-05-26
17548,10069,2024-11-16
17549,2417,2023-02-17
17550,13809,2024-10-28
17551,9171,2025-05-25
17552,7220,2025-02-01
17553,9411,2025-04-13
17554,17578,2024-08-05
17555,9154,2024-08-29
17556,7491,2024-01-05
17557,1895,2022-10-30
17558,17760,2025-05-05
17559,15906,2023-06-04
17560,7890,2024-11-02
17561,8669,2023-05-03
17562,4096,2024-12-04
17563,16275,2025-02-04
17564,11765,2023-07-12
17565,2591,2024-10-30
17566,11697,2025-04-01
17567,10029,2024-06-13
17568,16296,2025-03-18
17569,15353,2025-04-11
17570,2737,2024-09-19
17571,8176,2025-01-29
17572,1142,2024-06-26
17573,11501,2023-07-24
17574,6489,2025-05-15
17575,980,2025-01-10
17576,8745,2025-04-06
17577,17987,2023-01-22
17578,9747,2025-03-03
17579,9420,2024-12-06
17580,571,2025-03-06
17581,10097,2025-04-10
17582,2963,2024-07-24
17583,13526,2024-09-03
17584,9836,2023-11-05
17585,813,2024-06-10
17586,16773,2024-10-03
17587,9779,2025-05-19
17588,14092,2023-11-11
17589,7713,2024-01-27
17590,6829,2022-07-09
17591,7334,2024-05-16
17592,4992,2024-01-14
17593,6706,2024-11-19
17594,8201,2025-01-10
17595,38,2024-09-23
17596,13224,2025-04-24
17597,5930,2024-07-28
17598,2551,2024-06-05
17599,3121,2024-11-22
17600,15280,2023-11-14
17601,8713,2024-08-10
17602,2848,2024-11-24
17603,14785,2024-07-15
17604,5841,2024-07-17
17605,6443,2025-01-18
17606,1061,2024-09-25
17607,15485,2023-01-12
17608,15541,2022-06-12
17609,9750,2025-01-19
17610,14850,2023-11-01
17611,10137,2024-03-13
17612,3272,2025-01-19
17613,11227,2025-05-24
17614,2300,2024-11-03
17615,5619,2023-07-01
17616,10726,2022-07-02
17617,18616,2025-02-12
17618,13453,2024-07-04
17619,12234,2024-09-12
17620,14916,2023-11-30
17621,12381,2024-11-05
17622,11850,2024-09-17
17623,4940,2025-05-16
17624,18151,2024-10-02
17625,16247,2023-11-14
17626,10673,2024-08-28
17627,2803,2024-10-11
17628,1993,2025-02-09
17629,17648,2024-11-03
17630,3263,2023-05-12
17631,10798,2025-01-11
17632,17763,2024-09-03
17633,14980,2024-01-11
17634,4438,2024-12-31
17635,8500,2025-05-12
17636,21,2024-09-10
17637,13066,2025-03-20
17638,4134,2024-10-18
17639,7722,2024-10-05
17640,9352,2024-07-18
17641,10055,2023-07-25
17642,3931,2023-12-22
17643,9615,2022-07-25
17644,17769,2024-07-27
17645,71,2024-10-12
17646,17566,2024-08-28
17647,9221,2024-06-29
17648,8867,2024-10-11
17649,15755,2022-06-23
17650,7104,2025-04-15
17651,16944,2023-03-09
17652,7040,2025-06-03
17653,11977,2025-01-07
17654,15261,2024-02-26
17655,3708,2025-03-15
17656,7046,2025-06-02
17657,14222,2023-10-18
17658,9517,2024-07-23
17659,4744,2025-03-23
17660,17262,2025-02-08
17661,6085,2023-09-23
17662,5736,2023-11-22
17663,6494,2025-06-06
17664,15021,2023-04-19
17665,3222,2024-08-30
17666,1519,2025-03-10
17667,19223,2024-09-05
17668,6919,2024-05-13
17669,13173,2025-04-26
17670,12553,2023-05-23
17671,8276,2024-08-31
17672,5704,2024-07-29
17673,9756,2024-08-29
17674,9339,2023-05-11
17675,3530,2024-02-13
17676,11233,2022-10-23
17677,91,2024-07-29
17678,3876,2025-04-18
17679,7532,2025-02-11
17680,8747,2024-03-06
17681,11674,2023-10-20
17682,17134,2025-05-18
17683,12152,2025-04-15
17684,652,2025-01-06
17685,16378,2025-03-27
17686,1197,2024-12-27
17687,7343,2024-06-23
17688,12853,2025-03-19
17689,1054,2024-08-23
17690,18052,2024-10-27
17691,3705,2023-11-09
17692,920,2024-09-30
17693,3430,2024-09-03
17694,7232,2025-01-27
17695,6214,2024-10-20
17696,4373,2024-07-23
17697,504,2024-11-23
17698,3388,2024-05-10
17699,19044,2024-07-17
17700,11403,2024-01-04
17701,11828,2024-09-20
17702,1830,2024-09-18
17703,4938,2024-07-14
17704,1088,2024-10-31
17705,15058,2024-08-28
17706,365,2024-08-11
17707,7087,2024-10-02
17708,4158,2025-05-30
17709,1842,2024-06-13
17710,4646,2024-11-14
17711,14792,2025-02-21
17712,13610,2024-07-20
17713,15416,2024-01-25
17714,2214,2025-03-02
17715,18304,2024-10-29
17716,1194,2023-05-18
17717,289,2024-08-18
17718,9330,2023-10-28
17719,18422,2024-09-09
17720,18680,2025-01-28
17721,8004,2025-04-05
17722,2203,2024-08-11
17723,6398,2025-04-20
17724,1635,2024-10-15
17725,17505,2025-03-25
17726,11147,2023-11-21
17727,7770,2024-07-22
17728,676,2024-10-01
17729,11625,2023-12-31
17730,1005,2024-09-06
17731,18529,2022-11-02
17732,12291,2023-07-18
17733,1837,2025-05-26
17734,17299,2025-01-03
17735,12066,2024-11-04
17736,16636,2024-08-31
17737,619,2025-03-22
17738,11348,2025-03-06
17739,6731,2023-04-22
17740,9679,2023-02-09
17741,17183,2024-07-25
17742,15223,2025-04-12
17743,3789,2024-08-12
17744,5040,2024-07-10
17745,3477,2022-12-29
17746,16300,2025-03-16
17747,348,2024-09-07
17748,18953,2025-05-23
17749,19027,2024-10-20
17750,6796,2024-10-30
17751,9989,2024-08-07
17752,927,2024-12-29
17753,13571,2024-09-23
17754,12351,2024-02-08
17755,6352,2024-07-05
17756,2487,2024-03-27
17757,17310,2024-07-01
17758,2472,2024-07-02
17759,11879,2025-02-03
17760,1195,2025-04-28
17761,2195,2025-03-30
17762,4233,2025-01-22
17763,4177,2025-04-14
17764,2380,2025-02-03
17765,5768,2024-11-10
17766,9192,2024-10-11
17767,14689,2025-05-10
17768,8324,2024-08-28
17769,3167,2024-11-02
17770,1645,2025-01-05
17771,8277,2024-05-19
17772,8607,2024-05-11
17773,6313,2024-10-17
17774,10716,2023-07-30
17775,4332,2025-04-29
17776,6680,2024-07-17
17777,12900,2024-06-14
17778,917,2024-05-09
17779,9578,2025-03-21
17780,6438,2024-05-13
17781,7606,2024-09-08
17782,1584,2024-12-17
17783,17211,2025-04-18
17784,7481,2023-06-04
17785,3871,2025-02-19
17786,16650,2023-02-25
17787,450,2024-08-19
17788,10259,2024-09-30
17789,5703,2024-04-28
17790,17191,2023-05-09
17791,17244,2024-10-27
17792,18974,2023-07-18
17793,9781,2025-05-12
17794,533,2024-07-04
17795,19066,2025-05-21
17796,12776,2025-05-25
17797,14566,2025-06-01
17798,2686,2025-03-10
17799,18756,2023-02-03
17800,3079,2024-04-19
17801,245,2024-09-26
17802,13076,2024-09-28
17803,3741,2024-05-28
17804,1026,2024-07-19
17805,14652,2025-02-21
17806,13803,2025-05-10
17807,13463,2024-11-12
17808,17240,2023-04-11
17809,17761,2023-12-12
17810,11628,2022-09-28
17811,17966,2022-12-31
17812,15109,2024-10-22
17813,6542,2023-07-23
17814,13019,2024-07-16
17815,15185,2023-10-07
17816,5685,2025-02-12
17817,13467,2025-03-17
17818,14057,2024-04-02
17819,16361,2025-03-20
17820,1102,2024-07-02
17821,3280,2025-02-15
17822,5955,2024-10-11
17823,9483,2023-04-21
17824,2449,2025-04-24
17825,398,2023-06-20
17826,3461,2025-06-01
17827,4500,2024-06-23
17828,1040,2024-09-29
17829,13078,2024-12-09
17830,10326,2024-08-24
17831,15551,2023-03-09
17832,16508,2024-08-14
17833,387,2024-11-02
17834,4714,2023-09-11
17835,12332,2024-01-03
17836,10892,2024-05-31
17837,10437,2024-11-22
17838,12690,2024-12-16
17839,8581,2024-03-31
17840,13335,2024-03-28
17841,5502,2025-01-16
17842,18321,2025-06-22
17843,3685,2024-09-23
17844,16629,2025-06-22
17845,4195,2025-05-25
17846,1381,2025-05-03
17847,15240,2023-02-02
17848,18534,2025-02-20
17849,1134,2024-07-16
17850,429,2024-05-27
17851,7408,2024-10-20
17852,4436,2024-08-27
17853,5476,2025-03-31
17854,17917,2023-04-23
17855,17899,2023-12-23
17856,19139,2024-08-01
17857,11933,2025-04-28
17858,8029,2025-03-09
17859,17208,2024-07-13
17860,18256,2025-06-29
17861,4993,2023-12-30
17862,5997,2023-08-02
17863,3626,2024-10-19
17864,6054,2024-11-05
17865,7042,2022-09-30
17866,1763,2025-01-01
17867,15440,2025-05-01
17868,12876,2025-01-31
17869,8024,2024-09-02
17870,14720,2022-07-04
17871,17190,2025-03-08
17872,9918,2025-02-25
17873,12475,2023-08-08
17874,9182,2024-12-09
17875,16928,2025-01-07
17876,15454,2025-04-28
17877,1757,2025-02-13
17878,13006,2023-02-27
17879,8036,2024-07-06
17880,7644,2024-04-27
17881,6942,2024-03-07
17882,11646,2025-03-30
17883,13606,2024-04-29
17884,4044,2022-11-11
17885,4151,2024-07-12
17886,12178,2025-04-23
17887,11803,2025-03-14
17888,14346,2023-10-30
17889,8851,2025-04-18
17890,3963,2025-02-09
17891,14951,2024-11-16
17892,3186,2025-02-06
17893,17155,2023-11-09
17894,16342,2023-03-30
17895,14597,2024-07-31
17896,15229,2024-10-25
17897,4597,2024-06-14
17898,17696,2024-10-04
17899,18246,2024-12-17
17900,8386,2024-05-15
17901,2980,2024-08-10
17902,9951,2023-03-06
17903,1131,2024-02-10
17904,755,2022-07-14
17905,16318,2022-11-19
17906,11118,2025-03-18
17907,14403,2024-08-19
17908,2207,2025-04-04
17909,5724,2024-07-26
17910,3178,2024-05-12
17911,7466,2024-09-18
17912,3137,2024-12-04
17913,10504,2022-11-30
17914,184,2024-11-02
17915,2615,2024-12-13
17916,13042,2025-06-13
17917,7969,2024-12-22
17918,14756,2025-05-05
17919,1588,2023-11-03
17920,3981,2025-01-02
17921,12289,2025-02-14
17922,648,2025-02-05
17923,13393,2024-11-19
17924,223,2022-10-11
17925,18539,2023-04-02
17926,9758,2024-05-08
17927,3677,2024-03-09
17928,13738,2025-03-09
17929,5178,2025-02-05
17930,8815,2024-03-31
17931,8436,2023-09-19
17932,16809,2024-07-18
17933,14909,2024-11-26
17934,11794,2024-03-08
17935,13472,2025-04-05
17936,17603,2025-06-29
17937,10441,2025-02-22
17938,12407,2025-01-15
17939,15338,2024-09-12
17940,17385,2024-07-29
17941,3624,2024-10-24
17942,16431,2023-09-18
17943,8949,2025-04-03
17944,14067,2025-05-25
17945,15305,2024-11-04
17946,11760,2022-11-09
17947,8834,2025-05-02
17948,1374,2024-07-06
17949,3687,2024-12-10
17950,4792,2024-03-10
17951,13551,2025-02-26
17952,13457,2022-10-26
17953,19140,2025-06-19
17954,14772,2025-05-11
17955,10674,2024-08-06
17956,5712,2025-01-08
17957,7869,2023-01-21
17958,10954,2024-10-02
17959,8129,2023-09-07
17960,12643,2024-07-22
17961,10261,2024-07-14
17962,8270,2025-06-20
17963,4757,2025-04-01
17964,15294,2023-04-04
17965,12591,2023-02-10
17966,1954,2023-09-16
17967,4783,2023-02-20
17968,2139,2024-11-15
17969,6374,2024-11-09
17970,17907,2025-01-30
17971,1152,2025-05-19
17972,14802,2024-05-14
17973,3572,2022-11-04
17974,6231,2022-11-09
17975,15449,2025-03-28
17976,8793,2024-07-25
17977,14903,2022-11-19
17978,13384,2024-07-27
17979,8325,2024-12-01
17980,8488,2023-06-22
17981,5337,2024-08-20
17982,4748,2025-04-13
17983,3710,2025-06-12
17984,3020,2024-04-04
17985,1339,2024-08-18
17986,1172,2025-01-01
17987,16592,2024-11-03
17988,17056,2024-08-30
17989,2217,2025-06-11
17990,8551,2024-11-14
17991,5281,2024-08-24
17992,944,2024-11-06
17993,9714,2023-05-26
17994,16547,2025-03-21
17995,17288,2024-12-14
17996,2105,2025-02-14
17997,13250,2022-10-06
17998,4743,2025-05-04
17999,9498,2024-09-26
18000,514,2024-10-19
18001,15518,2024-08-10
18002,5189,2024-09-30
18003,16083,2023-05-01
18004,7398,2025-01-20
18005,12488,2024-10-14
18006,10266,2024-05-31
18007,17213,2024-11-08
18008,7053,2025-05-27
18009,13869,2024-10-04
18010,6486,2025-02-12
18011,5465,2025-01-22
18012,2307,2024-12-13
18013,6078,2024-10-22
18014,1938,2025-04-16
18015,13832,2025-06-18
18016,8530,2025-05-13
18017,7189,2024-10-01
18018,1094,2024-09-22
18019,5761,2024-11-12
18020,12897,2023-05-23
18021,13539,2024-10-05
18022,5423,2024-09-12
18023,3206,2022-12-29
18024,5780,2025-02-23
18025,14506,2025-01-01
18026,13346,2025-05-26
18027,1689,2025-03-18
18028,2263,2024-12-26
18029,6727,2024-07-16
18030,2593,2025-04-18
18031,7594,2025-05-07
18032,12223,2025-01-08
18033,12019,2025-04-30
18034,5117,2022-09-03
18035,10413,2024-11-10
18036,8559,2023-10-14
18037,10893,2023-01-24
18038,14862,2024-02-11
18039,4625,2023-03-13
18040,7749,2023-10-26
18041,8835,2025-02-17
18042,19101,2024-08-31
18043,15521,2025-01-03
18044,2804,2025-03-18
18045,2238,2025-01-28
18046,12763,2024-09-05
18047,16299,2024-12-12
18048,1213,2024-11-13
18049,523,2024-11-17
18050,882,2025-06-14
18051,17078,2024-10-07
18052,13017,2025-01-26
18053,12067,2025-01-26
18054,14343,2024-07-31
18055,14775,2024-10-11
18056,15588,2023-03-29
18057,11660,2024-12-18
18058,14293,2024-09-29
18059,5306,2024-12-29
18060,2106,2024-12-13
18061,12171,2025-02-20
18062,19175,2024-08-07
18063,4161,2024-10-20
18064,13339,2022-06-30
18065,10032,2025-05-18
18066,13445,2022-12-10
18067,2152,2024-01-18
18068,18349,2024-08-28
18069,6594,2025-04-24
18070,13176,2025-04-13
18071,7557,2024-03-25
18072,1531,2024-11-23
18073,6810,2024-11-04
18074,1700,2023-11-07
18075,1786,2024-04-28
18076,18083,2024-07-31
18077,1302,2025-04-09
18078,859,2024-10-25
18079,10809,2025-03-07
18080,8178,2025-05-23
18081,1741,2024-11-20
18082,6827,2025-02-03
18083,13477,2024-11-17
18084,6747,2025-06-09
18085,2158,2024-12-04
18086,3806,2024-10-16
18087,19015,2024-07-15
18088,3703,2023-12-22
18089,15645,2024-10-17
18090,7476,2024-04-02
18091,9972,2025-01-01
18092,10300,2024-03-14
18093,9652,2024-01-29
18094,9239,2025-01-28
18095,18978,2025-03-01
18096,6513,2024-10-30
18097,15198,2024-12-17
18098,6375,2024-08-18
18099,9922,2024-12-14
18100,8618,2024-06-29
18101,17595,2025-02-25
18102,18915,2025-03-02
18103,15036,2025-05-11
18104,12331,2025-01-22
18105,8609,2024-12-07
18106,7459,2025-03-30
18107,17756,2025-01-29
18108,9684,2024-10-16
18109,12650,2024-10-05
18110,19231,2024-08-08
18111,1960,2025-01-25
18112,19093,2023-06-05
18113,12416,2024-12-18
18114,9699,2024-11-12
18115,18934,2024-09-26
18116,10401,2023-07-12
18117,4301,2023-08-07
18118,2357,2025-01-28
18119,7212,2024-01-10
18120,14604,2024-09-18
18121,18287,2023-11-20
18122,1082,2024-12-29
18123,18790,2023-02-22
18124,4624,2024-07-10
18125,6318,2024-06-25
18126,15164,2025-04-08
18127,639,2024-07-12
18128,11940,2023-11-07
18129,15356,2024-10-16
18130,2450,2025-05-20
18131,3858,2025-06-20
18132,16770,2025-05-12
18133,1258,2025-01-28
18134,1430,2023-01-30
18135,456,2024-10-17
18136,6283,2025-02-24
18137,18165,2023-03-10
18138,4506,2023-11-21
18139,17800,2024-11-21
18140,2265,2025-03-28
18141,16194,2024-07-06
18142,8323,2024-09-20
18143,17265,2024-06-16
18144,10023,2024-03-04
18145,16205,2023-07-01
18146,18108,2023-09-17
18147,15523,2024-02-11
18148,228,2025-04-13
18149,19091,2024-10-21
18150,11062,2024-02-15
18151,6735,2025-03-23
18152,5122,2024-07-17
18153,6504,2024-08-08
18154,16044,2022-06-12
18155,109,2025-05-30
18156,1320,2025-04-22
18157,12546,2024-08-10
18158,7954,2025-05-23
18159,530,2025-03-28
18160,3146,2023-03-20
18161,2181,2022-08-13
18162,6739,2023-12-02
18163,12697,2024-12-24
18164,12073,2025-03-31
18165,15053,2024-10-26
18166,14757,2025-05-14
18167,12182,2024-02-05
18168,12196,2024-06-09
18169,4749,2024-08-27
18170,16527,2024-03-20
18171,386,2025-04-24
18172,12273,2024-06-24
18173,15933,2024-07-06
18174,3790,2025-04-16
18175,10086,2025-05-04
18176,15480,2025-03-21
18177,13008,2024-10-29
18178,9335,2024-11-02
18179,17796,2023-11-18
18180,3920,2024-11-07
18181,18164,2022-09-10
18182,3548,2025-04-12
18183,14411,2024-01-02
18184,5831,2025-01-15
18185,4959,2024-06-30
18186,607,2023-09-30
18187,11978,2024-11-29
18188,8041,2024-01-24
18189,10548,2024-11-29
18190,15694,2024-09-10
18191,17269,2024-08-21
18192,3322,2025-02-21
18193,15761,2025-04-16
18194,8676,2024-07-10
18195,4345,2025-04-03
18196,1305,2025-04-25
18197,15947,2024-11-03
18198,2566,2022-12-20
18199,18433,2023-12-06
18200,13899,2022-07-13
18201,17573,2025-04-13
18202,4600,2024-12-20
18203,10959,2025-04-13
18204,12707,2025-04-18
18205,3014,2024-04-13
18206,5482,2025-04-15
18207,7136,2025-05-16
18208,1986,2025-06-06
18209,5068,2024-10-09
18210,4676,2025-03-30
18211,3700,2024-06-30
18212,2515,2025-06-06
18213,16238,2025-02-12
18214,14966,2025-03-04
18215,4774,2024-07-06
18216,12397,2024-10-25
18217,7673,2024-11-11
18218,14253,2023-10-27
18219,11919,2022-08-03
18220,8926,2022-08-12
18221,2453,2024-10-21
18222,5003,2022-10-20
18223,3944,2024-10-29
18224,5541,2025-02-18
18225,880,2024-08-12
18226,12173,2025-01-21
18227,18808,2024-12-08
18228,5448,2024-09-07
18229,8986,2025-01-12
18230,4873,2024-07-16
18231,4174,2025-06-20
18232,4122,2023-07-08
18233,6284,2025-03-07
18234,3536,2024-08-18
18235,3215,2023-08-30
18236,17417,2024-08-03
18237,10507,2022-10-06
18238,8636,2023-11-18
18239,8423,2024-10-01
18240,4781,2024-12-22
18241,10198,2022-11-09
18242,13253,2025-03-24
18243,11553,2024-09-27
18244,17548,2025-05-04
18245,6865,2024-11-28
18246,12986,2024-07-26
18247,9230,2022-09-30
18248,17035,2024-12-13
18249,2161,2024-08-24
18250,19145,2024-07-10
18251,6163,2025-04-01
18252,13084,2024-06-21
18253,11158,2025-01-22
18254,12215,2025-02-14
18255,13374,2025-04-14
18256,7419,2024-09-25
18257,11102,2024-08-25
18258,7205,2022-05-31
18259,7753,2024-08-02
18260,18217,2024-08-19
18261,17022,2025-04-26
18262,17545,2025-01-21
18263,16090,2025-01-29
18264,14010,2023-04-13
18265,7727,2025-05-11
18266,8616,2025-04-07
18267,13704,2025-04-05
18268,11116,2023-08-08
18269,18846,2024-11-28
18270,17992,2024-09-13
18271,2037,2023-12-10
18272,3115,2024-01-09
18273,7757,2024-09-10
18274,16543,2023-07-09
18275,10694,2025-02-19
18276,10010,2025-04-25
18277,7547,2024-10-14
18278,9096,2024-12-18
18279,18515,2025-04-28
18280,10392,2025-02-28
18281,3160,2025-03-12
18282,19013,2024-09-30
18283,5458,2023-10-26
18284,18630,2025-05-04
18285,15920,2024-10-14
18286,3298,2024-02-17
18287,12863,2024-12-03
18288,11383,2025-04-08
18289,383,2023-06-25
18290,5487,2024-11-04
18291,1415,2025-06-12
18292,14157,2024-10-11
18293,18576,2024-07-06
18294,18787,2024-09-22
18295,1572,2025-02-14
18296,9655,2024-10-24
18297,15932,2024-04-27
18298,6006,2024-07-23
18299,849,2024-08-06
18300,14394,2025-04-18
18301,7403,2024-09-30
18302,3377,2024-10-13
18303,6393,2025-04-26
18304,15564,2025-05-07
18305,6700,2024-03-22
18306,11594,2025-04-12
18307,7120,2024-12-07
18308,13080,2025-04-01
18309,3236,2024-09-06
18310,2351,2024-02-02
18311,6726,2023-08-22
18312,10689,2025-03-18
18313,11438,2024-05-04
18314,5061,2024-07-09
18315,11801,2024-01-24
18316,15010,2024-11-02
18317,15050,2024-07-01
18318,2652,2024-07-03
18319,9553,2023-07-18
18320,975,2025-03-18
18321,11230,2025-05-30
18322,14624,2024-10-30
18323,2330,2025-03-24
18324,17101,2024-12-10
18325,12766,2025-04-14
18326,610,2023-07-28
18327,10124,2025-03-30
18328,15501,2023-09-13
18329,14202,2025-04-11
18330,8047,2024-07-21
18331,18728,2024-07-06
18332,9044,2024-08-13
18333,9680,2023-12-02
18334,10988,2025-06-01
18335,7328,2024-12-09
18336,15542,2023-12-10
18337,5535,2024-08-25
18338,2821,2025-03-02
18339,18612,2024-03-22
18340,8333,2024-07-06
18341,17809,2023-03-12
18342,6251,2024-07-01
18343,890,2024-07-24
18344,15087,2022-11-30
18345,5024,2024-09-25
18346,6194,2025-04-27
18347,19128,2025-03-09
18348,2387,2023-08-17
18349,1499,2025-04-23
18350,12482,2024-09-05
18351,10513,2025-06-29
18352,13816,2024-08-17
18353,10462,2023-01-31
18354,3341,2023-11-03
18355,4894,2024-03-02
18356,11727,2023-09-18
18357,18326,2024-09-19
18358,8419,2024-10-16
18359,10196,2025-03-14
18360,16241,2024-07-10
18361,6331,2024-09-29
18362,12461,2024-10-03
18363,5667,2025-01-01
18364,12920,2024-11-22
18365,422,2025-05-06
18366,7885,2025-03-05
18367,12734,2024-06-23
18368,1497,2024-07-01
18369,16969,2025-05-28
18370,18271,2024-11-23
18371,18404,2024-09-09
18372,1450,2024-07-14
18373,16554,2024-10-26
18374,885,2024-11-23
18375,585,2024-11-08
18376,3250,2025-03-30
18377,14335,2025-03-19
18378,7331,2022-09-23
18379,5563,2025-05-20
18380,11451,2022-08-02
18381,4467,2023-12-14
18382,13081,2024-09-08
18383,18087,2025-02-18
18384,17754,2024-02-09
18385,12772,2023-08-07
18386,18700,2024-08-19
18387,18619,2025-06-29
18388,14915,2024-09-03
18389,10440,2024-12-19
18390,12647,2024-09-27
18391,263,2023-08-08
18392,14630,2024-10-24
18393,1259,2023-03-07
18394,9131,2023-04-20
18395,11208,2023-09-17
18396,6499,2023-07-23
18397,14033,2025-03-29
18398,1291,2024-03-15
18399,13503,2022-08-15
18400,16670,2024-08-17
18401,623,2023-06-10
18402,15268,2024-05-17
18403,6511,2025-04-08
18404,5405,2025-01-01
18405,981,2025-01-21
18406,90,2024-07-12
18407,10359,2024-06-30
18408,13248,2024-12-08
18409,8508,2024-10-05
18410,4384,2022-10-20
18411,18605,2025-03-29
18412,867,2025-04-20
18413,6562,2024-04-19
18414,5641,2025-05-22
18415,3780,2024-12-26
18416,2579,2024-09-22
18417,17737,2024-08-31
18418,141,2024-08-16
18419,2020,2024-02-23
18420,2057,2024-07-28
18421,17993,2025-02-08
18422,8243,2025-04-19
18423,15758,2024-10-27
18424,3874,2024-06-06
18425,15773,2024-02-19
18426,9196,2024-09-26
18427,11742,2022-09-29
18428,17686,2025-02-07
18429,10791,2024-08-16
18430,15446,2023-05-18
18431,19131,2025-02-19
18432,11467,2025-02-05
18433,10701,2022-08-01
18434,15701,2025-06-12
18435,5883,2023-04-05
18436,7542,2022-06-26
18437,6046,2024-03-03
18438,14655,2024-09-17
18439,6223,2022-10-02
18440,9791,2023-09-06
18441,10683,2025-02-02
18442,3019,2024-09-26
18443,6124,2024-12-09
18444,4581,2024-12-30
18445,13657,2025-01-29
18446,3321,2023-02-23
18447,2749,2023-03-11
18448,10739,2024-07-17
18449,2978,2023-06-09
18450,16721,2023-05-07
18451,6683,2023-09-22
18452,4660,2024-05-19
18453,17975,2025-03-21
18454,15200,2023-07-13
18455,5692,2025-02-21
18456,1875,2024-08-07
18457,7724,2023-02-22
18458,12164,2024-12-27
18459,3639,2024-06-16
18460,18734,2024-09-10
18461,4553,2024-10-06
18462,18655,2024-09-24
18463,5594,2024-11-03
18464,1276,2025-02-23
18465,4571,2024-04-22
18466,13482,2024-09-05
18467,18130,2025-01-03
18468,15525,2024-11-06
18469,15063,2022-08-01
18470,8704,2024-03-30
18471,7579,2023-08-02
18472,14591,2025-03-10
18473,16289,2025-02-18
18474,5788,2024-09-25
18475,18159,2024-04-28
18476,14412,2025-04-20
18477,12878,2024-08-13
18478,18961,2024-12-12
18479,4088,2024-02-20
18480,16827,2025-05-06
18481,16532,2025-02-01
18482,1845,2024-02-27
18483,16915,2025-06-17
18484,4133,2024-09-02
18485,8554,2024-11-09
18486,15147,2024-08-02
18487,19192,2022-06-30
18488,14093,2024-10-01
18489,4588,2024-10-20
18490,17111,2025-03-09
18491,15739,2025-02-21
18492,11511,2025-02-25
18493,6488,2025-03-06
18494,19047,2024-11-06
18495,17374,2023-02-25
18496,16385,2025-05-27
18497,7280,2024-09-06
18498,3958,2025-03-02
18499,15225,2025-05-13
18500,14639,2023-08-18
