salesorderid,salesreasonid,modifieddate
68942,1,2025-03-23
68942,2,2025-03-23
68942,10,2025-03-23
68943,1,2025-03-23
68944,1,2025-03-23
68945,1,2025-03-23
68948,1,2025-03-23
68948,2,2025-03-23
68949,1,2025-03-23
68951,1,2025-03-24
68952,1,2025-03-24
68953,1,2025-03-24
68953,10,2025-03-24
68954,1,2025-03-24
68954,10,2025-03-24
68955,1,2025-03-24
68956,1,2025-03-24
68957,1,2025-03-24
68958,1,2025-03-24
68959,1,2025-03-24
68960,1,2025-03-24
68961,1,2025-03-24
68962,4,2025-03-24
68963,1,2025-03-24
68964,4,2025-03-24
68965,1,2025-03-24
68966,1,2025-03-24
68967,1,2025-03-24
68968,1,2025-03-24
68969,1,2025-03-24
68970,1,2025-03-24
68971,4,2025-03-24
68972,1,2025-03-24
68973,1,2025-03-24
68974,1,2025-03-24
68975,6,2025-03-24
68976,1,2025-03-24
68977,1,2025-03-24
68978,1,2025-03-24
68979,1,2025-03-24
68980,1,2025-03-24
68981,1,2025-03-24
68982,1,2025-03-24
68983,1,2025-03-24
68984,1,2025-03-24
68985,1,2025-03-24
68986,1,2025-03-24
68987,1,2025-03-24
68988,1,2025-03-24
68989,1,2025-03-24
68990,1,2025-03-24
68992,1,2025-03-24
68993,1,2025-03-24
68994,1,2025-03-24
68995,1,2025-03-24
68996,1,2025-03-24
68997,1,2025-03-24
69001,1,2025-03-24
69002,1,2025-03-24
69003,1,2025-03-24
69003,10,2025-03-24
69004,1,2025-03-24
69006,1,2025-03-24
69007,2,2025-03-24
69008,2,2025-03-24
69008,10,2025-03-24
69009,1,2025-03-24
69009,2,2025-03-24
69011,1,2025-03-24
69012,1,2025-03-24
69014,1,2025-03-24
69014,2,2025-03-24
69017,1,2025-03-24
69018,1,2025-03-24
69019,1,2025-03-24
69021,1,2025-03-24
69022,1,2025-03-24
69023,1,2025-03-24
69025,1,2025-03-24
69026,1,2025-03-24
69027,1,2025-03-25
69028,4,2025-03-25
69029,1,2025-03-25
69030,1,2025-03-25
69031,2,2025-03-25
69032,2,2025-03-25
69033,1,2025-03-25
69034,1,2025-03-25
69035,1,2025-03-25
69036,1,2025-03-25
69037,1,2025-03-25
69038,1,2025-03-25
69039,1,2025-03-25
69040,1,2025-03-25
69041,1,2025-03-25
69042,1,2025-03-25
69044,1,2025-03-25
69045,1,2025-03-25
69046,1,2025-03-25
69047,1,2025-03-25
69048,1,2025-03-25
69049,1,2025-03-25
69049,10,2025-03-25
69050,1,2025-03-25
69051,1,2025-03-25
69052,1,2025-03-25
69053,1,2025-03-25
69054,1,2025-03-25
69055,1,2025-03-25
69056,1,2025-03-25
69058,6,2025-03-25
69059,1,2025-03-25
69060,1,2025-03-25
69061,2,2025-03-25
69062,1,2025-03-25
69064,1,2025-03-25
69064,2,2025-03-25
69068,2,2025-03-25
69069,1,2025-03-25
69070,1,2025-03-25
69071,1,2025-03-25
69072,1,2025-03-25
69072,2,2025-03-25
69073,1,2025-03-25
69073,2,2025-03-25
69076,1,2025-03-25
69077,1,2025-03-25
69078,1,2025-03-25
69082,1,2025-03-25
69083,1,2025-03-25
69085,1,2025-03-25
69085,10,2025-03-25
69087,1,2025-03-25
69088,1,2025-03-25
69088,2,2025-03-25
69090,6,2025-03-26
69091,1,2025-03-26
69092,1,2025-03-26
69093,1,2025-03-26
69094,1,2025-03-26
69095,1,2025-03-26
69097,1,2025-03-26
69098,1,2025-03-26
69098,2,2025-03-26
69099,1,2025-03-26
69100,1,2025-03-26
69101,1,2025-03-26
69102,1,2025-03-26
69103,1,2025-03-26
69104,1,2025-03-26
69105,1,2025-03-26
69106,1,2025-03-26
69107,1,2025-03-26
69108,4,2025-03-26
69109,1,2025-03-26
69110,1,2025-03-26
69112,1,2025-03-26
69113,1,2025-03-26
69114,1,2025-03-26
69115,1,2025-03-26
69116,1,2025-03-26
69117,1,2025-03-26
69117,10,2025-03-26
69118,1,2025-03-26
69118,10,2025-03-26
69119,1,2025-03-26
69120,1,2025-03-26
69121,1,2025-03-26
69122,1,2025-03-26
69123,1,2025-03-26
69124,1,2025-03-26
69125,1,2025-03-26
69126,1,2025-03-26
69126,10,2025-03-26
69127,1,2025-03-26
69128,1,2025-03-26
69129,2,2025-03-26
69130,1,2025-03-26
69130,2,2025-03-26
69131,1,2025-03-26
69131,2,2025-03-26
69132,1,2025-03-26
69133,1,2025-03-26
69133,2,2025-03-26
69134,2,2025-03-26
69135,6,2025-03-26
69136,1,2025-03-26
69137,2,2025-03-26
69138,1,2025-03-26
69139,6,2025-03-26
69140,1,2025-03-26
69140,2,2025-03-26
69141,2,2025-03-26
69142,1,2025-03-26
69142,2,2025-03-26
69143,1,2025-03-26
69145,1,2025-03-26
69146,1,2025-03-26
69146,2,2025-03-26
69147,1,2025-03-26
69147,2,2025-03-26
69148,5,2025-03-26
69149,1,2025-03-26
69149,2,2025-03-26
69150,5,2025-03-26
69151,1,2025-03-26
69152,1,2025-03-26
69153,1,2025-03-26
69154,1,2025-03-26
69155,1,2025-03-26
69155,10,2025-03-26
69156,1,2025-03-26
69156,2,2025-03-26
69157,2,2025-03-26
69158,1,2025-03-26
69159,1,2025-03-26
69159,2,2025-03-26
69160,1,2025-03-26
69161,1,2025-03-27
69162,1,2025-03-27
69163,1,2025-03-27
69164,1,2025-03-27
69165,1,2025-03-27
69166,1,2025-03-27
69167,1,2025-03-27
69169,1,2025-03-27
69170,1,2025-03-27
69171,1,2025-03-27
69172,1,2025-03-27
69174,1,2025-03-27
69175,1,2025-03-27
69175,2,2025-03-27
69176,2,2025-03-27
69177,4,2025-03-27
69178,4,2025-03-27
69179,1,2025-03-27
69180,1,2025-03-27
69181,1,2025-03-27
69182,1,2025-03-27
69183,1,2025-03-27
69184,1,2025-03-27
69185,4,2025-03-27
69186,1,2025-03-27
69187,1,2025-03-27
69188,1,2025-03-27
69189,6,2025-03-27
69190,1,2025-03-27
69191,1,2025-03-27
69192,1,2025-03-27
69193,1,2025-03-27
69194,1,2025-03-27
69194,10,2025-03-27
69195,1,2025-03-27
69196,1,2025-03-27
69197,1,2025-03-27
69198,1,2025-03-27
69199,1,2025-03-27
69201,1,2025-03-27
69201,10,2025-03-27
69202,1,2025-03-27
69203,1,2025-03-27
69205,1,2025-03-27
69205,10,2025-03-27
69206,1,2025-03-27
69207,1,2025-03-27
69208,1,2025-03-27
69209,1,2025-03-27
69210,1,2025-03-27
69211,1,2025-03-27
69212,1,2025-03-27
69213,1,2025-03-27
69215,1,2025-03-27
69216,2,2025-03-27
69217,1,2025-03-27
69217,2,2025-03-27
69218,1,2025-03-27
69219,1,2025-03-27
69220,2,2025-03-27
69221,1,2025-03-27
69222,1,2025-03-27
69223,1,2025-03-27
69224,6,2025-03-27
69226,1,2025-03-27
69226,2,2025-03-27
69227,1,2025-03-27
69229,1,2025-03-27
69230,1,2025-03-27
69230,2,2025-03-27
69231,1,2025-03-27
69231,2,2025-03-27
69232,1,2025-03-27
69232,2,2025-03-27
69233,1,2025-03-27
69234,1,2025-03-27
69234,2,2025-03-27
69236,2,2025-03-27
69239,1,2025-03-27
69241,1,2025-03-27
69243,1,2025-03-27
69243,2,2025-03-27
69244,1,2025-03-27
69244,2,2025-03-27
69245,1,2025-03-28
69246,1,2025-03-28
69247,1,2025-03-28
69248,1,2025-03-28
69249,1,2025-03-28
69250,6,2025-03-28
69251,1,2025-03-28
69251,2,2025-03-28
69252,1,2025-03-28
69253,1,2025-03-28
69254,6,2025-03-28
69255,1,2025-03-28
69256,1,2025-03-28
69257,1,2025-03-28
69258,1,2025-03-28
69259,1,2025-03-28
69260,1,2025-03-28
69261,1,2025-03-28
69262,1,2025-03-28
69263,1,2025-03-28
69263,10,2025-03-28
69264,1,2025-03-28
69265,4,2025-03-28
69266,1,2025-03-28
69267,1,2025-03-28
69268,1,2025-03-28
69269,6,2025-03-28
69270,1,2025-03-28
69271,1,2025-03-28
69273,1,2025-03-28
69274,1,2025-03-28
69274,10,2025-03-28
69275,1,2025-03-28
69276,1,2025-03-28
69276,10,2025-03-28
69277,1,2025-03-28
69278,1,2025-03-28
69279,1,2025-03-28
69280,1,2025-03-28
69281,1,2025-03-28
69282,1,2025-03-28
69283,1,2025-03-28
69284,1,2025-03-28
69285,1,2025-03-28
69286,1,2025-03-28
69286,2,2025-03-28
69287,1,2025-03-28
69289,2,2025-03-28
69290,1,2025-03-28
69291,2,2025-03-28
69293,1,2025-03-28
69294,1,2025-03-28
69295,2,2025-03-28
69297,1,2025-03-28
69297,2,2025-03-28
69297,10,2025-03-28
69298,2,2025-03-28
69299,1,2025-03-28
69300,1,2025-03-28
69301,1,2025-03-28
69303,1,2025-03-28
69304,6,2025-03-28
69306,1,2025-03-28
69307,1,2025-03-28
69307,2,2025-03-28
69308,1,2025-03-28
69311,1,2025-03-29
69312,1,2025-03-29
69313,1,2025-03-29
69314,1,2025-03-29
69315,4,2025-03-29
69316,4,2025-03-29
69317,1,2025-03-29
69317,2,2025-03-29
69318,1,2025-03-29
69319,1,2025-03-29
69320,2,2025-03-29
69321,2,2025-03-29
69322,1,2025-03-29
69323,1,2025-03-29
69323,10,2025-03-29
69324,1,2025-03-29
69324,2,2025-03-29
69325,1,2025-03-29
69326,1,2025-03-29
69327,1,2025-03-29
69328,1,2025-03-29
69329,1,2025-03-29
69330,1,2025-03-29
69331,1,2025-03-29
69332,1,2025-03-29
69333,1,2025-03-29
69334,1,2025-03-29
69335,1,2025-03-29
69336,6,2025-03-29
69337,1,2025-03-29
69338,1,2025-03-29
69339,1,2025-03-29
69340,1,2025-03-29
69341,1,2025-03-29
69342,1,2025-03-29
69343,1,2025-03-29
69344,1,2025-03-29
69345,1,2025-03-29
69346,1,2025-03-29
69346,10,2025-03-29
69347,1,2025-03-29
69348,1,2025-03-29
69349,1,2025-03-29
69350,1,2025-03-29
69351,1,2025-03-29
69352,1,2025-03-29
69353,1,2025-03-29
69354,1,2025-03-29
69355,1,2025-03-29
69356,1,2025-03-29
69357,1,2025-03-29
69358,1,2025-03-29
69359,1,2025-03-29
69360,1,2025-03-29
69361,4,2025-03-29
69362,1,2025-03-29
69363,1,2025-03-29
69364,1,2025-03-29
69364,2,2025-03-29
69365,1,2025-03-29
69366,2,2025-03-29
69367,2,2025-03-29
69368,1,2025-03-29
69369,1,2025-03-29
69369,2,2025-03-29
69370,1,2025-03-29
69371,1,2025-03-29
69373,1,2025-03-29
69373,2,2025-03-29
69373,10,2025-03-29
69376,1,2025-03-29
69378,1,2025-03-29
69379,1,2025-03-29
69379,2,2025-03-29
69380,1,2025-03-29
69380,2,2025-03-29
69382,1,2025-03-29
69382,2,2025-03-29
69383,1,2025-03-29
69383,2,2025-03-29
69384,2,2025-03-29
69386,1,2025-03-29
69566,1,2025-03-30
69567,1,2025-03-30
69568,1,2025-03-30
69568,10,2025-03-30
69569,1,2025-03-30
69570,1,2025-03-30
69571,1,2025-03-30
69572,1,2025-03-30
69573,1,2025-03-30
69574,1,2025-03-30
69576,1,2025-03-30
69577,1,2025-03-30
69577,2,2025-03-30
69578,1,2025-03-30
69579,1,2025-03-30
69580,1,2025-03-30
69581,1,2025-03-30
69582,1,2025-03-30
69583,1,2025-03-30
69584,1,2025-03-30
69585,1,2025-03-30
69586,1,2025-03-30
69587,1,2025-03-30
69588,1,2025-03-30
69589,1,2025-03-30
69590,1,2025-03-30
69591,1,2025-03-30
69592,1,2025-03-30
69593,4,2025-03-30
69593,10,2025-03-30
69594,1,2025-03-30
69595,4,2025-03-30
69596,1,2025-03-30
69597,1,2025-03-30
69598,1,2025-03-30
69599,1,2025-03-30
69600,1,2025-03-30
69601,1,2025-03-30
69602,1,2025-03-30
69603,1,2025-03-30
69604,1,2025-03-30
69605,1,2025-03-30
69606,1,2025-03-30
69607,1,2025-03-30
69608,1,2025-03-30
69609,1,2025-03-30
69610,1,2025-03-30
69611,1,2025-03-30
69613,1,2025-03-30
69614,1,2025-03-30
69615,1,2025-03-30
69615,10,2025-03-30
69616,1,2025-03-30
69617,1,2025-03-30
69618,1,2025-03-30
69618,2,2025-03-30
69619,6,2025-03-30
69620,1,2025-03-30
69621,1,2025-03-30
69621,2,2025-03-30
69622,1,2025-03-30
69623,1,2025-03-30
69623,2,2025-03-30
69624,1,2025-03-30
69628,6,2025-03-30
69629,6,2025-03-30
69630,1,2025-03-30
69631,1,2025-03-30
69631,2,2025-03-30
69632,1,2025-03-30
69633,1,2025-03-30
69633,2,2025-03-30
69633,10,2025-03-30
69634,1,2025-03-30
69635,2,2025-03-30
69639,5,2025-03-30
69640,1,2025-03-30
69641,1,2025-03-30
69642,1,2025-03-30
69644,1,2025-03-30
69646,1,2025-03-30
69647,1,2025-03-30
69647,2,2025-03-30
69647,10,2025-03-30
69648,1,2025-03-30
69649,1,2025-03-30
69650,1,2025-03-30
69651,1,2025-03-30
69652,6,2025-03-30
69653,1,2025-03-30
69654,2,2025-03-30
69657,1,2025-03-30
69659,1,2025-03-31
69660,1,2025-03-31
69660,10,2025-03-31
69661,1,2025-03-31
69662,1,2025-03-31
69663,1,2025-03-31
69664,4,2025-03-31
69665,1,2025-03-31
69666,1,2025-03-31
69667,1,2025-03-31
69668,1,2025-03-31
69669,1,2025-03-31
69670,1,2025-03-31
69671,1,2025-03-31
69671,10,2025-03-31
69672,1,2025-03-31
69673,1,2025-03-31
69674,1,2025-03-31
69675,1,2025-03-31
69675,10,2025-03-31
69676,1,2025-03-31
69677,1,2025-03-31
69678,1,2025-03-31
69679,1,2025-03-31
69680,1,2025-03-31
69681,6,2025-03-31
69682,1,2025-03-31
69683,6,2025-03-31
69684,1,2025-03-31
69685,1,2025-03-31
69686,1,2025-03-31
69687,1,2025-03-31
69688,1,2025-03-31
69689,1,2025-03-31
69690,1,2025-03-31
69691,1,2025-03-31
69692,1,2025-03-31
69693,1,2025-03-31
69694,1,2025-03-31
69694,10,2025-03-31
69695,1,2025-03-31
69696,1,2025-03-31
69697,1,2025-03-31
69698,1,2025-03-31
69699,1,2025-03-31
69700,1,2025-03-31
69701,1,2025-03-31
69701,2,2025-03-31
69702,2,2025-03-31
69703,1,2025-03-31
69704,1,2025-03-31
69705,1,2025-03-31
69706,1,2025-03-31
69709,1,2025-03-31
69710,1,2025-03-31
69711,1,2025-03-31
69713,1,2025-03-31
69715,2,2025-03-31
69716,6,2025-03-31
69717,1,2025-03-31
69719,1,2025-03-31
69720,1,2025-03-31
69721,5,2025-03-31
69722,1,2025-04-01
69723,1,2025-04-01
69724,1,2025-04-01
69725,6,2025-04-01
69726,1,2025-04-01
69727,1,2025-04-01
69728,1,2025-04-01
69729,1,2025-04-01
69730,1,2025-04-01
69731,1,2025-04-01
69732,1,2025-04-01
69733,1,2025-04-01
69734,1,2025-04-01
69735,1,2025-04-01
69738,1,2025-04-01
69738,2,2025-04-01
69739,4,2025-04-01
69740,1,2025-04-01
69741,1,2025-04-01
69742,1,2025-04-01
69742,10,2025-04-01
69743,1,2025-04-01
69745,1,2025-04-01
69746,1,2025-04-01
69747,1,2025-04-01
69748,1,2025-04-01
69749,1,2025-04-01
69750,1,2025-04-01
69751,1,2025-04-01
69751,10,2025-04-01
69752,4,2025-04-01
69753,1,2025-04-01
69753,10,2025-04-01
69754,6,2025-04-01
69755,1,2025-04-01
69755,10,2025-04-01
69756,1,2025-04-01
69757,1,2025-04-01
69758,1,2025-04-01
69758,10,2025-04-01
69759,1,2025-04-01
69760,1,2025-04-01
69761,2,2025-04-01
69762,2,2025-04-01
69763,1,2025-04-01
69764,1,2025-04-01
69765,2,2025-04-01
69766,1,2025-04-01
69767,1,2025-04-01
69768,1,2025-04-01
69769,1,2025-04-01
69769,2,2025-04-01
69770,1,2025-04-01
69770,2,2025-04-01
69772,1,2025-04-01
69772,2,2025-04-01
69773,1,2025-04-01
69773,2,2025-04-01
69774,1,2025-04-01
69774,2,2025-04-01
69776,2,2025-04-01
69777,1,2025-04-01
69778,1,2025-04-01
69779,1,2025-04-01
69779,2,2025-04-01
69780,1,2025-04-01
69780,2,2025-04-01
69780,10,2025-04-01
69782,1,2025-04-01
69782,2,2025-04-01
69783,5,2025-04-01
69786,1,2025-04-01
69787,1,2025-04-01
69787,2,2025-04-01
69788,1,2025-04-01
69789,1,2025-04-01
69790,5,2025-04-01
69791,1,2025-04-01
69792,6,2025-04-01
69793,6,2025-04-02
69794,1,2025-04-02
69795,1,2025-04-02
69796,1,2025-04-02
69797,1,2025-04-02
69798,1,2025-04-02
69799,1,2025-04-02
69800,1,2025-04-02
69801,1,2025-04-02
69802,1,2025-04-02
69804,2,2025-04-02
69805,1,2025-04-02
69806,1,2025-04-02
69807,1,2025-04-02
69808,1,2025-04-02
69809,1,2025-04-02
69810,1,2025-04-02
69811,1,2025-04-02
69812,1,2025-04-02
69813,1,2025-04-02
69814,6,2025-04-02
69815,1,2025-04-02
69816,6,2025-04-02
69817,1,2025-04-02
69818,6,2025-04-02
69819,1,2025-04-02
69820,1,2025-04-02
69821,1,2025-04-02
69822,1,2025-04-02
69823,1,2025-04-02
69824,1,2025-04-02
69825,1,2025-04-02
69826,1,2025-04-02
69827,1,2025-04-02
69827,10,2025-04-02
69828,1,2025-04-02
69829,1,2025-04-02
69830,1,2025-04-02
69831,1,2025-04-02
69832,1,2025-04-02
69833,4,2025-04-02
69834,1,2025-04-02
69836,1,2025-04-02
69837,1,2025-04-02
69838,2,2025-04-02
69839,1,2025-04-02
69840,1,2025-04-02
69841,1,2025-04-02
69841,2,2025-04-02
69842,1,2025-04-02
69843,1,2025-04-02
69843,2,2025-04-02
69844,1,2025-04-02
69846,6,2025-04-02
69847,2,2025-04-02
69848,1,2025-04-02
69849,1,2025-04-02
69849,2,2025-04-02
69850,1,2025-04-02
69851,1,2025-04-02
69852,1,2025-04-02
69853,1,2025-04-02
69854,1,2025-04-02
69854,2,2025-04-02
69855,1,2025-04-02
69855,2,2025-04-02
69856,1,2025-04-02
69858,1,2025-04-02
69858,2,2025-04-02
69859,1,2025-04-02
69859,2,2025-04-02
69861,1,2025-04-02
69862,1,2025-04-02
69863,1,2025-04-02
69863,2,2025-04-02
69864,1,2025-04-02
69865,2,2025-04-03
69866,1,2025-04-03
69867,1,2025-04-03
69868,1,2025-04-03
69869,1,2025-04-03
69870,1,2025-04-03
69871,1,2025-04-03
69872,1,2025-04-03
69873,1,2025-04-03
69874,1,2025-04-03
69874,2,2025-04-03
69875,2,2025-04-03
69876,1,2025-04-03
69877,1,2025-04-03
69878,1,2025-04-03
69878,2,2025-04-03
69879,1,2025-04-03
69881,1,2025-04-03
69882,1,2025-04-03
69883,1,2025-04-03
69884,1,2025-04-03
69885,1,2025-04-03
69886,1,2025-04-03
69887,1,2025-04-03
69888,1,2025-04-03
69889,1,2025-04-03
69890,1,2025-04-03
69891,1,2025-04-03
69892,1,2025-04-03
69893,1,2025-04-03
69894,1,2025-04-03
69895,1,2025-04-03
69896,1,2025-04-03
69897,1,2025-04-03
69898,1,2025-04-03
69899,1,2025-04-03
69900,1,2025-04-03
69901,1,2025-04-03
69902,1,2025-04-03
69903,1,2025-04-03
69904,1,2025-04-03
69905,1,2025-04-03
69906,1,2025-04-03
69907,1,2025-04-03
69908,1,2025-04-03
69908,10,2025-04-03
69909,1,2025-04-03
69909,10,2025-04-03
69910,1,2025-04-03
69911,1,2025-04-03
69912,1,2025-04-03
69913,1,2025-04-03
69914,1,2025-04-03
69916,1,2025-04-03
69917,1,2025-04-03
69919,1,2025-04-03
69920,1,2025-04-03
69920,2,2025-04-03
69921,1,2025-04-03
69922,1,2025-04-03
69925,1,2025-04-03
69926,1,2025-04-03
69926,2,2025-04-03
69927,1,2025-04-03
69928,1,2025-04-03
69929,1,2025-04-03
69930,1,2025-04-03
69933,1,2025-04-03
69934,1,2025-04-03
69934,2,2025-04-03
69935,1,2025-04-03
69937,1,2025-04-03
69938,6,2025-04-03
69941,1,2025-04-03
69943,6,2025-04-03
69944,1,2025-04-03
69945,2,2025-04-04
69946,1,2025-04-04
69947,1,2025-04-04
69948,1,2025-04-04
69949,1,2025-04-04
69950,1,2025-04-04
69951,1,2025-04-04
69952,4,2025-04-04
69953,1,2025-04-04
69954,1,2025-04-04
69955,1,2025-04-04
69956,1,2025-04-04
69957,1,2025-04-04
69959,1,2025-04-04
69960,1,2025-04-04
69961,1,2025-04-04
69962,1,2025-04-04
69963,1,2025-04-04
69964,1,2025-04-04
69965,1,2025-04-04
69966,1,2025-04-04
69967,1,2025-04-04
69968,1,2025-04-04
69969,1,2025-04-04
69970,1,2025-04-04
69971,1,2025-04-04
69971,10,2025-04-04
69972,4,2025-04-04
69973,1,2025-04-04
69974,1,2025-04-04
69975,1,2025-04-04
69976,1,2025-04-04
69977,1,2025-04-04
69978,1,2025-04-04
69979,1,2025-04-04
69980,1,2025-04-04
69981,1,2025-04-04
69982,1,2025-04-04
69983,1,2025-04-04
69984,2,2025-04-04
69985,1,2025-04-04
69986,1,2025-04-04
69987,5,2025-04-04
69989,1,2025-04-04
69989,2,2025-04-04
69991,1,2025-04-04
69992,2,2025-04-04
69993,1,2025-04-04
69993,10,2025-04-04
69994,1,2025-04-04
69995,1,2025-04-04
69997,1,2025-04-04
69998,1,2025-04-04
69999,1,2025-04-04
70000,1,2025-04-04
70000,10,2025-04-04
70003,6,2025-04-04
70004,6,2025-04-04
70005,1,2025-04-04
70010,1,2025-04-04
70010,2,2025-04-04
70012,1,2025-04-04
70013,1,2025-04-04
70014,1,2025-04-04
70014,2,2025-04-04
70015,2,2025-04-04
70016,1,2025-04-05
70017,1,2025-04-05
70018,1,2025-04-05
70019,6,2025-04-05
70020,1,2025-04-05
70021,1,2025-04-05
70022,1,2025-04-05
70023,1,2025-04-05
70024,1,2025-04-05
70025,1,2025-04-05
70026,1,2025-04-05
70027,1,2025-04-05
70028,1,2025-04-05
70029,1,2025-04-05
70030,1,2025-04-05
70031,1,2025-04-05
70034,1,2025-04-05
70035,1,2025-04-05
70036,1,2025-04-05
70037,1,2025-04-05
70038,1,2025-04-05
70039,1,2025-04-05
70040,1,2025-04-05
70041,1,2025-04-05
70041,10,2025-04-05
70042,1,2025-04-05
70042,10,2025-04-05
70043,1,2025-04-05
70044,1,2025-04-05
70045,1,2025-04-05
70046,1,2025-04-05
70047,1,2025-04-05
70048,1,2025-04-05
70049,1,2025-04-05
70050,1,2025-04-05
70051,1,2025-04-05
70052,1,2025-04-05
70053,1,2025-04-05
70054,6,2025-04-05
70055,1,2025-04-05
70056,1,2025-04-05
70057,1,2025-04-05
70058,1,2025-04-05
70059,4,2025-04-05
70060,1,2025-04-05
70061,1,2025-04-05
70062,1,2025-04-05
70063,1,2025-04-05
70064,1,2025-04-05
70065,2,2025-04-05
70069,2,2025-04-05
70070,1,2025-04-05
70071,1,2025-04-05
70072,1,2025-04-05
70073,1,2025-04-05
70075,1,2025-04-05
70076,1,2025-04-05
70077,1,2025-04-05
70078,1,2025-04-05
70080,1,2025-04-05
70082,1,2025-04-05
70084,1,2025-04-05
70085,5,2025-04-05
70087,2,2025-04-05
70088,1,2025-04-05
70088,2,2025-04-05
70089,1,2025-04-06
70090,1,2025-04-06
70090,10,2025-04-06
70091,1,2025-04-06
70092,1,2025-04-06
70093,1,2025-04-06
70094,1,2025-04-06
70095,1,2025-04-06
70097,1,2025-04-06
70098,1,2025-04-06
70098,2,2025-04-06
70099,4,2025-04-06
70100,1,2025-04-06
70101,1,2025-04-06
70102,1,2025-04-06
70103,1,2025-04-06
70104,1,2025-04-06
70105,1,2025-04-06
70106,1,2025-04-06
70107,1,2025-04-06
70108,1,2025-04-06
70109,1,2025-04-06
70110,1,2025-04-06
70111,1,2025-04-06
70112,1,2025-04-06
70113,1,2025-04-06
70114,6,2025-04-06
70115,6,2025-04-06
70116,1,2025-04-06
70117,1,2025-04-06
70118,1,2025-04-06
70119,1,2025-04-06
70120,1,2025-04-06
70121,1,2025-04-06
70122,1,2025-04-06
70123,1,2025-04-06
70124,1,2025-04-06
70125,1,2025-04-06
70126,1,2025-04-06
70127,1,2025-04-06
70128,1,2025-04-06
70129,1,2025-04-06
70130,1,2025-04-06
70131,2,2025-04-06
70132,1,2025-04-06
70132,2,2025-04-06
70133,2,2025-04-06
70134,1,2025-04-06
70135,1,2025-04-06
70137,1,2025-04-06
70137,2,2025-04-06
70138,6,2025-04-06
70139,1,2025-04-06
70140,1,2025-04-06
70141,1,2025-04-06
70142,1,2025-04-06
70143,1,2025-04-06
70143,2,2025-04-06
70144,1,2025-04-06
70145,1,2025-04-06
70147,1,2025-04-06
70147,2,2025-04-06
70148,1,2025-04-06
70149,1,2025-04-06
70149,2,2025-04-06
70150,1,2025-04-06
70150,2,2025-04-06
70151,1,2025-04-06
70152,2,2025-04-06
70153,1,2025-04-06
70154,5,2025-04-06
70155,1,2025-04-06
70158,1,2025-04-06
70158,2,2025-04-06
70159,1,2025-04-06
70160,1,2025-04-06
70162,1,2025-04-06
70163,1,2025-04-06
70163,10,2025-04-06
70166,1,2025-04-07
70167,1,2025-04-07
70168,1,2025-04-07
70169,1,2025-04-07
70170,1,2025-04-07
70171,1,2025-04-07
70172,1,2025-04-07
70173,1,2025-04-07
70174,1,2025-04-07
70175,1,2025-04-07
70176,1,2025-04-07
70177,1,2025-04-07
70178,4,2025-04-07
70179,1,2025-04-07
70180,1,2025-04-07
70181,1,2025-04-07
70182,6,2025-04-07
70183,1,2025-04-07
70184,1,2025-04-07
70185,1,2025-04-07
70186,1,2025-04-07
70188,1,2025-04-07
70189,1,2025-04-07
70190,1,2025-04-07
70191,1,2025-04-07
70192,1,2025-04-07
70193,1,2025-04-07
70194,1,2025-04-07
70195,1,2025-04-07
70196,1,2025-04-07
70196,10,2025-04-07
70197,1,2025-04-07
70198,1,2025-04-07
70199,1,2025-04-07
70201,1,2025-04-07
70202,1,2025-04-07
70203,4,2025-04-07
70204,1,2025-04-07
70204,10,2025-04-07
70205,1,2025-04-07
70206,1,2025-04-07
70207,1,2025-04-07
70208,1,2025-04-07
70209,1,2025-04-07
70210,1,2025-04-07
70211,1,2025-04-07
70213,2,2025-04-07
70214,1,2025-04-07
70215,6,2025-04-07
70217,1,2025-04-07
70218,1,2025-04-07
70219,1,2025-04-07
70220,1,2025-04-07
70221,1,2025-04-07
70222,1,2025-04-07
70223,1,2025-04-07
70225,1,2025-04-07
70225,2,2025-04-07
70226,1,2025-04-07
70227,1,2025-04-07
70229,1,2025-04-07
70230,1,2025-04-07
70230,2,2025-04-07
70231,1,2025-04-07
70233,5,2025-04-07
70234,1,2025-04-07
70236,1,2025-04-07
70236,2,2025-04-07
70237,1,2025-04-07
70239,1,2025-04-07
70241,6,2025-04-07
70243,1,2025-04-07
70246,1,2025-04-07
70247,1,2025-04-07
70248,1,2025-04-08
70249,6,2025-04-08
70250,4,2025-04-08
70251,1,2025-04-08
70251,10,2025-04-08
70252,4,2025-04-08
70253,1,2025-04-08
70254,1,2025-04-08
70256,1,2025-04-08
70257,2,2025-04-08
70258,2,2025-04-08
70259,1,2025-04-08
70259,2,2025-04-08
70260,1,2025-04-08
70260,2,2025-04-08
70261,1,2025-04-08
70262,1,2025-04-08
70263,1,2025-04-08
70264,1,2025-04-08
70265,1,2025-04-08
70266,1,2025-04-08
70266,10,2025-04-08
70267,4,2025-04-08
70268,1,2025-04-08
70269,1,2025-04-08
70270,1,2025-04-08
70271,1,2025-04-08
70272,1,2025-04-08
70273,1,2025-04-08
70274,1,2025-04-08
70275,1,2025-04-08
70276,1,2025-04-08
70277,1,2025-04-08
70278,1,2025-04-08
70279,1,2025-04-08
70280,1,2025-04-08
70281,1,2025-04-08
70282,1,2025-04-08
70283,1,2025-04-08
70284,1,2025-04-08
70285,1,2025-04-08
70286,1,2025-04-08
70287,1,2025-04-08
70288,1,2025-04-08
