currencyrateid,currencyratedate,fromcurrencycode,tocurrencycode,averagerate,endofdayrate,modifieddate
11065,2025-01-26,USD,CNY,8.2866,8.2873,2025-01-26 00:00:00.000
11066,2025-01-26,USD,EUR,1.0087,1.0095,2025-01-26 00:00:00.000
11067,2025-01-26,USD,GBP,0.6439,0.644,2025-01-26 00:00:00.000
11068,2025-01-26,USD,JPY,116.91,116.9659,2025-01-26 00:00:00.000
11069,2025-01-26,USD,MXN,9.7219,9.7289,2025-01-26 00:00:00.000
11070,2025-01-26,USD,SAR,3.7504,3.7522,2025-01-26 00:00:00.000
11071,2025-01-26,USD,VEB,1287.0,1287.02,2025-01-26 00:00:00.000
11072,2025-01-27,USD,ARS,3.58,3.579,2025-01-27 00:00:00.000
11073,2025-01-27,USD,AUD,1.7902,1.7897,2025-01-27 00:00:00.000
11074,2025-01-27,USD,BRL,2.8813,2.875,2025-01-27 00:00:00.000
11075,2025-01-27,USD,CAD,1.5343,1.5306,2025-01-27 00:00:00.000
11076,2025-01-27,USD,CNY,8.2866,8.2866,2025-01-27 00:00:00.000
11077,2025-01-27,USD,EUR,1.0085,1.0084,2025-01-27 00:00:00.000
11078,2025-01-27,USD,GBP,0.6438,0.6438,2025-01-27 00:00:00.000
11079,2025-01-27,USD,JPY,116.89,116.849,2025-01-27 00:00:00.000
11080,2025-01-27,USD,MXN,9.7219,9.7129,2025-01-27 00:00:00.000
11081,2025-01-27,USD,SAR,3.7504,3.7439,2025-01-27 00:00:00.000
11082,2025-01-27,USD,VEB,1287.0,1286.93,2025-01-27 00:00:00.000
11083,2025-01-28,USD,ARS,3.6,3.6006,2025-01-28 00:00:00.000
11084,2025-01-28,USD,AUD,1.7858,1.7863,2025-01-28 00:00:00.000
11085,2025-01-28,USD,BRL,2.855,2.858,2025-01-28 00:00:00.000
11086,2025-01-28,USD,CAD,1.5391,1.5457,2025-01-28 00:00:00.000
11087,2025-01-28,USD,CNY,8.2867,8.2871,2025-01-28 00:00:00.000
11088,2025-01-28,USD,EUR,0.9966,0.9968,2025-01-28 00:00:00.000
11089,2025-01-28,USD,GBP,0.6373,0.6377,2025-01-28 00:00:00.000
11090,2025-01-28,USD,JPY,116.43,116.491,2025-01-28 00:00:00.000
11091,2025-01-28,USD,MXN,9.7719,9.7739,2025-01-28 00:00:00.000
11092,2025-01-28,USD,SAR,3.7507,3.7551,2025-01-28 00:00:00.000
11093,2025-01-28,USD,VEB,1301.0,1301.01,2025-01-28 00:00:00.000
11094,2025-01-29,USD,ARS,3.55,3.5499,2025-01-29 00:00:00.000
11095,2025-01-29,USD,AUD,1.7955,1.7947,2025-01-29 00:00:00.000
11096,2025-01-29,USD,BRL,2.875,2.871,2025-01-29 00:00:00.000
11097,2025-01-29,USD,CAD,1.5394,1.5376,2025-01-29 00:00:00.000
11098,2025-01-29,USD,CNY,8.287,8.2868,2025-01-29 00:00:00.000
11099,2025-01-29,USD,EUR,0.9883,0.9882,2025-01-29 00:00:00.000
11100,2025-01-29,USD,GBP,0.6346,0.6337,2025-01-29 00:00:00.000
11101,2025-01-29,USD,JPY,115.95,115.88,2025-01-29 00:00:00.000
11102,2025-01-29,USD,MXN,9.6973,9.6929,2025-01-29 00:00:00.000
11103,2025-01-29,USD,SAR,3.7507,3.7492,2025-01-29 00:00:00.000
11104,2025-01-29,USD,VEB,1316.0,1315.93,2025-01-29 00:00:00.000
11105,2025-01-30,USD,ARS,3.54,3.5409,2025-01-30 00:00:00.000
11106,2025-01-30,USD,AUD,1.8146,1.8152,2025-01-30 00:00:00.000
11107,2025-01-30,USD,BRL,2.8969,2.899,2025-01-30 00:00:00.000
11108,2025-01-30,USD,CAD,1.5399,1.5417,2025-01-30 00:00:00.000
11109,2025-01-30,USD,CNY,8.2868,8.2873,2025-01-30 00:00:00.000
11110,2025-01-30,USD,EUR,0.993,0.9939,2025-01-30 00:00:00.000
11111,2025-01-30,USD,GBP,0.6366,0.6368,2025-01-30 00:00:00.000
11112,2025-01-30,USD,JPY,116.35,116.384,2025-01-30 00:00:00.000
11113,2025-01-30,USD,MXN,9.7055,9.7129,2025-01-30 00:00:00.000
11114,2025-01-30,USD,SAR,3.7507,3.7568,2025-01-30 00:00:00.000
11115,2025-01-30,USD,VEB,1316.0,1316.03,2025-01-30 00:00:00.000
11116,2025-01-31,USD,ARS,3.56,3.5594,2025-01-31 00:00:00.000
11117,2025-01-31,USD,AUD,1.8057,1.8052,2025-01-31 00:00:00.000
11118,2025-01-31,USD,BRL,2.851,2.8439,2025-01-31 00:00:00.000
11119,2025-01-31,USD,CAD,1.5457,1.5403,2025-01-31 00:00:00.000
11120,2025-01-31,USD,CNY,8.2867,8.2866,2025-01-31 00:00:00.000
11121,2025-01-31,USD,EUR,0.9889,0.9883,2025-01-31 00:00:00.000
11122,2025-01-31,USD,GBP,0.6357,0.6347,2025-01-31 00:00:00.000
11123,2025-01-31,USD,JPY,116.59,116.535,2025-01-31 00:00:00.000
11124,2025-01-31,USD,MXN,9.6926,9.6899,2025-01-31 00:00:00.000
11125,2025-01-31,USD,SAR,3.7509,3.7433,2025-01-31 00:00:00.000
11126,2025-01-31,USD,VEB,1310.0,1309.98,2025-01-31 00:00:00.000
11127,2025-02-01,USD,ARS,3.56,3.5602,2025-02-01 00:00:00.000
11128,2025-02-01,USD,AUD,1.7966,1.7968,2025-02-01 00:00:00.000
11129,2025-02-01,USD,BRL,2.9354,2.9369,2025-02-01 00:00:00.000
11130,2025-02-01,USD,CAD,1.5434,1.5494,2025-02-01 00:00:00.000
11131,2025-02-01,USD,CNY,8.2868,8.2876,2025-02-01 00:00:00.000
11132,2025-02-01,USD,EUR,0.9882,0.989,2025-02-01 00:00:00.000
11133,2025-02-01,USD,GBP,0.6341,0.6346,2025-02-01 00:00:00.000
11134,2025-02-01,USD,JPY,115.89,115.98,2025-02-01 00:00:00.000
11135,2025-02-01,USD,MXN,9.7018,9.707,2025-02-01 00:00:00.000
11136,2025-02-01,USD,SAR,3.7504,3.7513,2025-02-01 00:00:00.000
11137,2025-02-01,USD,VEB,1252.0,1252.0699,2025-02-01 00:00:00.000
11138,2025-02-02,USD,ARS,3.56,3.5598,2025-02-02 00:00:00.000
11139,2025-02-02,USD,AUD,1.7972,1.7966,2025-02-02 00:00:00.000
11140,2025-02-02,USD,BRL,2.9354,2.9289,2025-02-02 00:00:00.000
11141,2025-02-02,USD,CAD,1.5432,1.5386,2025-02-02 00:00:00.000
11142,2025-02-02,USD,CNY,8.2868,8.2868,2025-02-02 00:00:00.000
11143,2025-02-02,USD,EUR,0.9878,0.9877,2025-02-02 00:00:00.000
11144,2025-02-02,USD,GBP,0.6331,0.6329,2025-02-02 00:00:00.000
11145,2025-02-02,USD,JPY,115.86,115.806,2025-02-02 00:00:00.000
11146,2025-02-02,USD,MXN,9.7149,9.711,2025-02-02 00:00:00.000
11147,2025-02-02,USD,SAR,3.7504,3.7431,2025-02-02 00:00:00.000
11148,2025-02-02,USD,VEB,1252.0,1251.93,2025-02-02 00:00:00.000
11149,2025-02-03,USD,ARS,3.56,3.5606,2025-02-03 00:00:00.000
11150,2025-02-03,USD,AUD,1.7976,1.7979,2025-02-03 00:00:00.000
11151,2025-02-03,USD,BRL,2.9354,2.938,2025-02-03 00:00:00.000
11152,2025-02-03,USD,CAD,1.5431,1.5485,2025-02-03 00:00:00.000
11153,2025-02-03,USD,CNY,8.2868,8.2871,2025-02-03 00:00:00.000
11154,2025-02-03,USD,EUR,0.9879,0.9883,2025-02-03 00:00:00.000
11155,2025-02-03,USD,GBP,0.6341,0.6349,2025-02-03 00:00:00.000
11156,2025-02-03,USD,JPY,115.85,115.92,2025-02-03 00:00:00.000
11157,2025-02-03,USD,MXN,9.7149,9.7189,2025-02-03 00:00:00.000
11158,2025-02-03,USD,SAR,3.7504,3.7551,2025-02-03 00:00:00.000
11159,2025-02-03,USD,VEB,1252.0,1252.0899,2025-02-03 00:00:00.000
11160,2025-02-04,USD,ARS,3.56,3.5598,2025-02-04 00:00:00.000
11161,2025-02-04,USD,AUD,1.8262,1.8259,2025-02-04 00:00:00.000
11162,2025-02-04,USD,BRL,2.9462,2.9409,2025-02-04 00:00:00.000
11163,2025-02-04,USD,CAD,1.5649,1.5625,2025-02-04 00:00:00.000
11164,2025-02-04,USD,CNY,8.287,8.2865,2025-02-04 00:00:00.000
11165,2025-02-04,USD,EUR,0.9915,0.9913,2025-02-04 00:00:00.000
11166,2025-02-04,USD,GBP,0.6331,0.6331,2025-02-04 00:00:00.000
11167,2025-02-04,USD,JPY,116.23,116.153,2025-02-04 00:00:00.000
11168,2025-02-04,USD,MXN,9.6376,9.6359,2025-02-04 00:00:00.000
11169,2025-02-04,USD,SAR,3.7504,3.7496,2025-02-04 00:00:00.000
11170,2025-02-04,USD,VEB,1252.0,1251.94,2025-02-04 00:00:00.000
11171,2025-02-05,USD,ARS,3.66,3.6608,2025-02-05 00:00:00.000
11172,2025-02-05,USD,AUD,1.8584,1.8589,2025-02-05 00:00:00.000
11173,2025-02-05,USD,BRL,2.919,2.927,2025-02-05 00:00:00.000
11174,2025-02-05,USD,CAD,1.5838,1.5904,2025-02-05 00:00:00.000
11175,2025-02-05,USD,CNY,8.2871,8.288,2025-02-05 00:00:00.000
11176,2025-02-05,USD,EUR,1.0114,1.0124,2025-02-05 00:00:00.000
11177,2025-02-05,USD,GBP,0.6399,0.6407,2025-02-05 00:00:00.000
11178,2025-02-05,USD,JPY,117.57,117.629,2025-02-05 00:00:00.000
11179,2025-02-05,USD,MXN,9.6913,9.701,2025-02-05 00:00:00.000
11180,2025-02-05,USD,SAR,3.7504,3.7519,2025-02-05 00:00:00.000
11181,2025-02-05,USD,VEB,1319.0,1319.05,2025-02-05 00:00:00.000
11182,2025-02-06,USD,ARS,3.6499,3.6497,2025-02-06 00:00:00.000
11183,2025-02-06,USD,AUD,1.8365,1.8363,2025-02-06 00:00:00.000
11184,2025-02-06,USD,BRL,2.944,2.938,2025-02-06 00:00:00.000
11185,2025-02-06,USD,CAD,1.5634,1.5616,2025-02-06 00:00:00.000
11186,2025-02-06,USD,CNY,8.2868,8.2859,2025-02-06 00:00:00.000
11187,2025-02-06,USD,EUR,1.005,1.0047,2025-02-06 00:00:00.000
11188,2025-02-06,USD,GBP,0.6361,0.636,2025-02-06 00:00:00.000
11189,2025-02-06,USD,JPY,116.75,116.659,2025-02-06 00:00:00.000
11190,2025-02-06,USD,MXN,9.683,9.682,2025-02-06 00:00:00.000
11191,2025-02-06,USD,SAR,3.7504,3.7423,2025-02-06 00:00:00.000
11192,2025-02-06,USD,VEB,1319.0,1318.99,2025-02-06 00:00:00.000
11193,2025-02-07,USD,ARS,3.66,3.6606,2025-02-07 00:00:00.000
11194,2025-02-07,USD,AUD,1.8468,1.8472,2025-02-07 00:00:00.000
11195,2025-02-07,USD,BRL,2.995,2.998,2025-02-07 00:00:00.000
11196,2025-02-07,USD,CAD,1.5689,1.5696,2025-02-07 00:00:00.000
11197,2025-02-07,USD,CNY,8.287,8.2875,2025-02-07 00:00:00.000
11198,2025-02-07,USD,EUR,0.9957,0.9962,2025-02-07 00:00:00.000
11199,2025-02-07,USD,GBP,0.6312,0.6316,2025-02-07 00:00:00.000
11200,2025-02-07,USD,JPY,116.41,116.452,2025-02-07 00:00:00.000
11201,2025-02-07,USD,MXN,9.739,9.7449,2025-02-07 00:00:00.000
11202,2025-02-07,USD,SAR,3.7504,3.7505,2025-02-07 00:00:00.000
11203,2025-02-07,USD,VEB,1321.0,1321.01,2025-02-07 00:00:00.000
11204,2025-02-08,USD,ARS,3.66,3.6597,2025-02-08 00:00:00.000
11205,2025-02-08,USD,AUD,1.8677,1.8672,2025-02-08 00:00:00.000
11206,2025-02-08,USD,BRL,2.995,2.987,2025-02-08 00:00:00.000
11207,2025-02-08,USD,CAD,1.5869,1.5827,2025-02-08 00:00:00.000
11208,2025-02-08,USD,CNY,8.2867,8.2865,2025-02-08 00:00:00.000
11209,2025-02-08,USD,EUR,1.0133,1.0132,2025-02-08 00:00:00.000
11210,2025-02-08,USD,GBP,0.6391,0.6389,2025-02-08 00:00:00.000
11211,2025-02-08,USD,JPY,118.83,118.76,2025-02-08 00:00:00.000
11212,2025-02-08,USD,MXN,9.7187,9.7119,2025-02-08 00:00:00.000
11213,2025-02-08,USD,SAR,3.7504,3.7498,2025-02-08 00:00:00.000
11214,2025-02-08,USD,VEB,1321.0,1320.99,2025-02-08 00:00:00.000
11215,2025-02-09,USD,ARS,3.66,3.6602,2025-02-09 00:00:00.000
11216,2025-02-09,USD,AUD,1.8692,1.8694,2025-02-09 00:00:00.000
11217,2025-02-09,USD,BRL,2.995,2.996,2025-02-09 00:00:00.000
11218,2025-02-09,USD,CAD,1.5891,1.5974,2025-02-09 00:00:00.000
11219,2025-02-09,USD,CNY,8.2867,8.2876,2025-02-09 00:00:00.000
11220,2025-02-09,USD,EUR,1.0147,1.0152,2025-02-09 00:00:00.000
11221,2025-02-09,USD,GBP,0.6391,0.6397,2025-02-09 00:00:00.000
11222,2025-02-09,USD,JPY,118.88,118.946,2025-02-09 00:00:00.000
11223,2025-02-09,USD,MXN,9.765,9.7729,2025-02-09 00:00:00.000
11224,2025-02-09,USD,SAR,3.7504,3.7561,2025-02-09 00:00:00.000
11225,2025-02-09,USD,VEB,1321.0,1321.0,2025-02-09 00:00:00.000
11226,2025-02-10,USD,ARS,3.66,3.6593,2025-02-10 00:00:00.000
11227,2025-02-10,USD,AUD,1.8692,1.8691,2025-02-10 00:00:00.000
11228,2025-02-10,USD,BRL,2.995,2.9929,2025-02-10 00:00:00.000
11229,2025-02-10,USD,CAD,1.5878,1.5862,2025-02-10 00:00:00.000
11230,2025-02-10,USD,CNY,8.2867,8.2859,2025-02-10 00:00:00.000
11231,2025-02-10,USD,EUR,1.0139,1.0137,2025-02-10 00:00:00.000
11232,2025-02-10,USD,GBP,0.6391,0.639,2025-02-10 00:00:00.000
11233,2025-02-10,USD,JPY,118.81,118.715,2025-02-10 00:00:00.000
11234,2025-02-10,USD,MXN,9.765,9.7569,2025-02-10 00:00:00.000
11235,2025-02-10,USD,SAR,3.7504,3.7481,2025-02-10 00:00:00.000
11236,2025-02-10,USD,VEB,1321.0,1320.96,2025-02-10 00:00:00.000
11237,2025-02-11,USD,ARS,3.66,3.66,2025-02-11 00:00:00.000
11238,2025-02-11,USD,AUD,1.8499,1.8503,2025-02-11 00:00:00.000
11239,2025-02-11,USD,BRL,3.266,3.274,2025-02-11 00:00:00.000
11240,2025-02-11,USD,CAD,1.5727,1.5747,2025-02-11 00:00:00.000
11241,2025-02-11,USD,CNY,8.2866,8.2874,2025-02-11 00:00:00.000
11242,2025-02-11,USD,EUR,1.0198,1.0203,2025-02-11 00:00:00.000
11243,2025-02-11,USD,GBP,0.6398,0.64,2025-02-11 00:00:00.000
11244,2025-02-11,USD,JPY,119.73,119.787,2025-02-11 00:00:00.000
11245,2025-02-11,USD,MXN,9.7382,9.74,2025-02-11 00:00:00.000
11246,2025-02-11,USD,SAR,3.7502,3.7576,2025-02-11 00:00:00.000
11247,2025-02-11,USD,VEB,1331.0,1331.0,2025-02-11 00:00:00.000
11248,2025-02-12,USD,ARS,3.7,3.6993,2025-02-12 00:00:00.000
11249,2025-02-12,USD,AUD,1.8401,1.8395,2025-02-12 00:00:00.000
11250,2025-02-12,USD,BRL,3.354,3.353,2025-02-12 00:00:00.000
11251,2025-02-12,USD,CAD,1.5754,1.5693,2025-02-12 00:00:00.000
11252,2025-02-12,USD,CNY,8.2866,8.2859,2025-02-12 00:00:00.000
11253,2025-02-12,USD,EUR,1.0169,1.0168,2025-02-12 00:00:00.000
11254,2025-02-12,USD,GBP,0.6353,0.6346,2025-02-12 00:00:00.000
11255,2025-02-12,USD,JPY,120.23,120.2039,2025-02-12 00:00:00.000
11256,2025-02-12,USD,MXN,9.772,9.7669,2025-02-12 00:00:00.000
11257,2025-02-12,USD,SAR,3.7504,3.7496,2025-02-12 00:00:00.000
11258,2025-02-12,USD,VEB,1341.0,1340.99,2025-02-12 00:00:00.000
11259,2025-02-13,USD,ARS,3.74,3.7408,2025-02-13 00:00:00.000
11260,2025-02-13,USD,AUD,1.8415,1.8426,2025-02-13 00:00:00.000
11261,2025-02-13,USD,BRL,3.48,3.488,2025-02-13 00:00:00.000
11262,2025-02-13,USD,CAD,1.5846,1.5888,2025-02-13 00:00:00.000
11263,2025-02-13,USD,CNY,8.2866,8.2874,2025-02-13 00:00:00.000
11264,2025-02-13,USD,EUR,1.0234,1.0236,2025-02-13 00:00:00.000
11265,2025-02-13,USD,GBP,0.6393,0.6394,2025-02-13 00:00:00.000
11266,2025-02-13,USD,JPY,119.93,120.012,2025-02-13 00:00:00.000
11267,2025-02-13,USD,MXN,9.8979,9.906,2025-02-13 00:00:00.000
11268,2025-02-13,USD,SAR,3.7504,3.7563,2025-02-13 00:00:00.000
11269,2025-02-13,USD,VEB,1354.0,1354.0799,2025-02-13 00:00:00.000
11270,2025-02-14,USD,ARS,3.6099,3.6099,2025-02-14 00:00:00.000
11271,2025-02-14,USD,AUD,1.8542,1.854,2025-02-14 00:00:00.000
11272,2025-02-14,USD,BRL,3.1299,3.1269,2025-02-14 00:00:00.000
11273,2025-02-14,USD,CAD,1.5912,1.5851,2025-02-14 00:00:00.000
11274,2025-02-14,USD,CNY,8.2866,8.2861,2025-02-14 00:00:00.000
11275,2025-02-14,USD,EUR,1.0158,1.0147,2025-02-14 00:00:00.000
11276,2025-02-14,USD,GBP,0.6407,0.6401,2025-02-14 00:00:00.000
11277,2025-02-14,USD,JPY,119.32,119.28,2025-02-14 00:00:00.000
11278,2025-02-14,USD,MXN,9.8443,9.8379,2025-02-14 00:00:00.000
11279,2025-02-14,USD,SAR,3.7504,3.7435,2025-02-14 00:00:00.000
11280,2025-02-14,USD,VEB,1350.0,1349.95,2025-02-14 00:00:00.000
11281,2025-02-15,USD,ARS,3.6099,3.6103,2025-02-15 00:00:00.000
11282,2025-02-15,USD,AUD,1.855,1.8551,2025-02-15 00:00:00.000
11283,2025-02-15,USD,BRL,3.1852,3.1899,2025-02-15 00:00:00.000
11284,2025-02-15,USD,CAD,1.5852,1.5923,2025-02-15 00:00:00.000
11285,2025-02-15,USD,CNY,8.2867,8.2871,2025-02-15 00:00:00.000
11286,2025-02-15,USD,EUR,1.0137,1.014,2025-02-15 00:00:00.000
11287,2025-02-15,USD,GBP,0.637,0.6371,2025-02-15 00:00:00.000
11288,2025-02-15,USD,JPY,118.95,119.044,2025-02-15 00:00:00.000
11289,2025-02-15,USD,MXN,9.8407,9.8409,2025-02-15 00:00:00.000
11290,2025-02-15,USD,SAR,3.7504,3.7564,2025-02-15 00:00:00.000
11291,2025-02-15,USD,VEB,1350.0,1350.05,2025-02-15 00:00:00.000
11292,2025-02-16,USD,ARS,3.6099,3.6095,2025-02-16 00:00:00.000
11293,2025-02-16,USD,AUD,1.8539,1.8534,2025-02-16 00:00:00.000
11294,2025-02-16,USD,BRL,3.1852,3.184,2025-02-16 00:00:00.000
11295,2025-02-16,USD,CAD,1.5848,1.5787,2025-02-16 00:00:00.000
11296,2025-02-16,USD,CNY,8.2867,8.2865,2025-02-16 00:00:00.000
11297,2025-02-16,USD,EUR,1.013,1.0129,2025-02-16 00:00:00.000
11298,2025-02-16,USD,GBP,0.6375,0.6366,2025-02-16 00:00:00.000
11299,2025-02-16,USD,JPY,118.95,118.88,2025-02-16 00:00:00.000
11300,2025-02-16,USD,MXN,9.8175,9.817,2025-02-16 00:00:00.000
11301,2025-02-16,USD,SAR,3.7504,3.7418,2025-02-16 00:00:00.000
11302,2025-02-16,USD,VEB,1350.0,1349.95,2025-02-16 00:00:00.000
11303,2025-02-17,USD,ARS,3.6099,3.6101,2025-02-17 00:00:00.000
11304,2025-02-17,USD,AUD,1.8551,1.8557,2025-02-17 00:00:00.000
11305,2025-02-17,USD,BRL,3.1852,3.194,2025-02-17 00:00:00.000
11306,2025-02-17,USD,CAD,1.5848,1.5914,2025-02-17 00:00:00.000
11307,2025-02-17,USD,CNY,8.2867,8.2873,2025-02-17 00:00:00.000
11308,2025-02-17,USD,EUR,1.0136,1.0142,2025-02-17 00:00:00.000
11309,2025-02-17,USD,GBP,0.6369,0.6374,2025-02-17 00:00:00.000
11310,2025-02-17,USD,JPY,118.88,118.952,2025-02-17 00:00:00.000
11311,2025-02-17,USD,MXN,9.8175,9.827,2025-02-17 00:00:00.000
11312,2025-02-17,USD,SAR,3.7504,3.7602,2025-02-17 00:00:00.000
11313,2025-02-17,USD,VEB,1350.0,1350.02,2025-02-17 00:00:00.000
11314,2025-02-18,USD,ARS,3.6099,3.6093,2025-02-18 00:00:00.000
11315,2025-02-18,USD,AUD,1.8955,1.8948,2025-02-18 00:00:00.000
11316,2025-02-18,USD,BRL,3.0863,3.079,2025-02-18 00:00:00.000
11317,2025-02-18,USD,CAD,1.5965,1.5875,2025-02-18 00:00:00.000
11318,2025-02-18,USD,CNY,8.2866,8.2858,2025-02-18 00:00:00.000
11319,2025-02-18,USD,EUR,1.0204,1.0195,2025-02-18 00:00:00.000
11320,2025-02-18,USD,GBP,0.6407,0.6401,2025-02-18 00:00:00.000
11321,2025-02-18,USD,JPY,119.7,119.696,2025-02-18 00:00:00.000
11322,2025-02-18,USD,MXN,9.8234,9.816,2025-02-18 00:00:00.000
11323,2025-02-18,USD,SAR,3.7504,3.7439,2025-02-18 00:00:00.000
11324,2025-02-18,USD,VEB,1344.0,1343.96,2025-02-18 00:00:00.000
11325,2025-02-19,USD,ARS,3.64,3.64,2025-02-19 00:00:00.000
11326,2025-02-19,USD,AUD,1.8869,1.8872,2025-02-19 00:00:00.000
11327,2025-02-19,USD,BRL,3.115,3.12,2025-02-19 00:00:00.000
11328,2025-02-19,USD,CAD,1.5846,1.5885,2025-02-19 00:00:00.000
11329,2025-02-19,USD,CNY,8.2867,8.2873,2025-02-19 00:00:00.000
11330,2025-02-19,USD,EUR,1.0353,1.0356,2025-02-19 00:00:00.000
11331,2025-02-19,USD,GBP,0.6504,0.6509,2025-02-19 00:00:00.000
11332,2025-02-19,USD,JPY,120.82,120.913,2025-02-19 00:00:00.000
11333,2025-02-19,USD,MXN,9.7566,9.765,2025-02-19 00:00:00.000
11334,2025-02-19,USD,SAR,3.7509,3.7572,2025-02-19 00:00:00.000
11335,2025-02-19,USD,VEB,1348.0,1348.0,2025-02-19 00:00:00.000
11336,2025-02-20,USD,ARS,3.6499,3.6496,2025-02-20 00:00:00.000
11337,2025-02-20,USD,AUD,1.8651,1.8647,2025-02-20 00:00:00.000
11338,2025-02-20,USD,BRL,3.02,3.016,2025-02-20 00:00:00.000
11339,2025-02-20,USD,CAD,1.577,1.5746,2025-02-20 00:00:00.000
11340,2025-02-20,USD,CNY,8.2868,8.2866,2025-02-20 00:00:00.000
11341,2025-02-20,USD,EUR,1.0262,1.0257,2025-02-20 00:00:00.000
11342,2025-02-20,USD,GBP,0.6495,0.6487,2025-02-20 00:00:00.000
11343,2025-02-20,USD,JPY,120.27,120.2069,2025-02-20 00:00:00.000
11344,2025-02-20,USD,MXN,9.7614,9.7579,2025-02-20 00:00:00.000
11345,2025-02-20,USD,SAR,3.7504,3.7448,2025-02-20 00:00:00.000
11346,2025-02-20,USD,VEB,1353.0,1353.0,2025-02-20 00:00:00.000
11347,2025-02-21,USD,ARS,3.64,3.64,2025-02-21 00:00:00.000
11348,2025-02-21,USD,AUD,1.8734,1.8741,2025-02-21 00:00:00.000
11349,2025-02-21,USD,BRL,2.935,2.944,2025-02-21 00:00:00.000
11350,2025-02-21,USD,CAD,1.5798,1.5891,2025-02-21 00:00:00.000
11351,2025-02-21,USD,CNY,8.2866,8.2876,2025-02-21 00:00:00.000
11352,2025-02-21,USD,EUR,1.0341,1.0349,2025-02-21 00:00:00.000
11353,2025-02-21,USD,GBP,0.6531,0.6532,2025-02-21 00:00:00.000
11354,2025-02-21,USD,JPY,121.02,121.0669,2025-02-21 00:00:00.000
11355,2025-02-21,USD,MXN,9.7401,9.743,2025-02-21 00:00:00.000
11356,2025-02-21,USD,SAR,3.7504,3.7515,2025-02-21 00:00:00.000
11357,2025-02-21,USD,VEB,1356.0,1356.0799,2025-02-21 00:00:00.000
11358,2025-02-22,USD,ARS,3.64,3.6396,2025-02-22 00:00:00.000
11359,2025-02-22,USD,AUD,1.8673,1.8666,2025-02-22 00:00:00.000
11360,2025-02-22,USD,BRL,3.0249,3.019,2025-02-22 00:00:00.000
11361,2025-02-22,USD,CAD,1.5726,1.5723,2025-02-22 00:00:00.000
11362,2025-02-22,USD,CNY,8.2866,8.2858,2025-02-22 00:00:00.000
11363,2025-02-22,USD,EUR,1.0306,1.0306,2025-02-22 00:00:00.000
11364,2025-02-22,USD,GBP,0.6562,0.6552,2025-02-22 00:00:00.000
11365,2025-02-22,USD,JPY,120.13,120.1119,2025-02-22 00:00:00.000
11366,2025-02-22,USD,MXN,9.7759,9.769,2025-02-22 00:00:00.000
11367,2025-02-22,USD,SAR,3.7507,3.7444,2025-02-22 00:00:00.000
11368,2025-02-22,USD,VEB,1364.0,1363.95,2025-02-22 00:00:00.000
11369,2025-02-23,USD,ARS,3.64,3.64,2025-02-23 00:00:00.000
11370,2025-02-23,USD,AUD,1.8709,1.8714,2025-02-23 00:00:00.000
11371,2025-02-23,USD,BRL,3.0249,3.032,2025-02-23 00:00:00.000
11372,2025-02-23,USD,CAD,1.573,1.5758,2025-02-23 00:00:00.000
11373,2025-02-23,USD,CNY,8.2866,8.2867,2025-02-23 00:00:00.000
11374,2025-02-23,USD,EUR,1.0308,1.0315,2025-02-23 00:00:00.000
11375,2025-02-23,USD,GBP,0.6559,0.6562,2025-02-23 00:00:00.000
11376,2025-02-23,USD,JPY,120.19,120.227,2025-02-23 00:00:00.000
11377,2025-02-23,USD,MXN,9.765,9.7729,2025-02-23 00:00:00.000
11378,2025-02-23,USD,SAR,3.7504,3.7585,2025-02-23 00:00:00.000
11379,2025-02-23,USD,VEB,1364.0,1364.02,2025-02-23 00:00:00.000
11380,2025-02-24,USD,ARS,3.64,3.6396,2025-02-24 00:00:00.000
11381,2025-02-24,USD,AUD,1.8698,1.8689,2025-02-24 00:00:00.000
11382,2025-02-24,USD,BRL,3.0249,3.0249,2025-02-24 00:00:00.000
11383,2025-02-24,USD,CAD,1.573,1.5629,2025-02-24 00:00:00.000
11384,2025-02-24,USD,CNY,8.2866,8.2861,2025-02-24 00:00:00.000
11385,2025-02-24,USD,EUR,1.0313,1.0304,2025-02-24 00:00:00.000
11386,2025-02-24,USD,GBP,0.6562,0.6559,2025-02-24 00:00:00.000
11387,2025-02-24,USD,JPY,120.15,120.0699,2025-02-24 00:00:00.000
11388,2025-02-24,USD,MXN,9.765,9.7599,2025-02-24 00:00:00.000
11389,2025-02-24,USD,SAR,3.7504,3.7412,2025-02-24 00:00:00.000
11390,2025-02-24,USD,VEB,1364.0,1363.91,2025-02-24 00:00:00.000
11391,2025-02-25,USD,ARS,3.6299,3.6301,2025-02-25 00:00:00.000
11392,2025-02-25,USD,AUD,1.8532,1.854,2025-02-25 00:00:00.000
11393,2025-02-25,USD,BRL,3.16,3.165,2025-02-25 00:00:00.000
11394,2025-02-25,USD,CAD,1.5741,1.581,2025-02-25 00:00:00.000
11395,2025-02-25,USD,CNY,8.2867,8.2873,2025-02-25 00:00:00.000
11396,2025-02-25,USD,EUR,1.0221,1.0222,2025-02-25 00:00:00.000
11397,2025-02-25,USD,GBP,0.6531,0.6532,2025-02-25 00:00:00.000
11398,2025-02-25,USD,JPY,119.08,119.102,2025-02-25 00:00:00.000
11399,2025-02-25,USD,MXN,9.9529,9.957,2025-02-25 00:00:00.000
