addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
29522,"114, quai Paul Doumer",,Lieusaint,163,77127,<memory at 0x0000022A9A03E980>,8fee1830-c606-4d82-a1ba-8b35ff5b3524,2024-12-20 10:09:29.423
29523,6332 N. Thompson Rd,,Grossmont,9,91941,<memory at 0x0000022A9A03EA40>,66b25d10-e34e-41e1-95b8-9d270083b132,2025-03-03 00:00:00.000
29524,5949 Laurel Drive,,Silverwater,50,2264,<memory at 0x0000022A9A03EB00>,fcc396b1-0138-401c-82da-d99abe4232d9,2024-12-16 00:00:00.000
29525,2701 Sierra Rd,,Redmond,79,98052,<memory at 0x0000022A9A03EBC0>,e492611a-62ea-4e8c-bb9a-ed964229105f,2024-06-13 00:00:00.000
29526,4704 Tustin Court,,National City,9,91950,<memory at 0x0000022A9A03EC80>,08b06bf8-84c9-4352-a604-b3652aa3c1a9,2023-06-09 00:00:00.000
29527,3982 San Michele Drive,,Marysville,79,98270,<memory at 0x0000022A9A03ED40>,b1599c3e-9dd5-4164-b2f3-f3ca2837c8cf,2022-10-20 00:00:00.000
29528,Hunzinger Allee 153,,Dresden,19,01071,<memory at 0x0000022A9A03EE00>,8ebb60db-4a20-49ce-accf-c1ead2eb564c,2022-09-07 00:00:00.000
29529,8895 Margo Dr.,,Kirkland,79,98033,<memory at 0x0000022A9A03EEC0>,1ba8b3f4-9e54-47cf-9dfd-14557bb80022,2024-08-18 00:00:00.000
29530,927 Parkside Dr,,Malabar,50,2036,<memory at 0x0000022A9A03EF80>,1e626c3e-75b9-4312-8773-d520de599240,2024-07-07 00:00:00.000
29531,Alderweg 4849,,Grevenbroich,8,41485,<memory at 0x0000022A9A03F040>,241efc39-0a4d-496f-ac91-90aa6fbd001d,2025-06-04 00:00:00.000
29532,3557 Harvard Court,,Berkshire,14,RG11 5TP,<memory at 0x0000022A9A03F100>,3eb2a6b0-7f5b-4425-a608-f304ff50a3ba,2024-07-28 00:00:00.000
29533,8428 Appia Court,,Royal Oak,7,V8X,<memory at 0x0000022A9A03F1C0>,3c2ea359-bbbb-46d5-bff7-eb930475bef8,2025-04-16 00:00:00.000
29534,1371 Rogers Ave,,Goulburn,50,2580,<memory at 0x0000022A9A03F280>,3f6c0e59-e024-46e5-804a-d2deae3b6d83,2024-10-16 00:00:00.000
29535,6489 Kentucky Drive,,Ballard,79,98107,<memory at 0x0000022A9A03F340>,7e4a5a42-ccb6-4f2e-b612-64f5f1f23287,2025-01-07 00:00:00.000
29536,3596 Kingsford Dr.,,Spring Valley,9,91977,<memory at 0x0000022A9A03F400>,0bf77fc5-b6c0-4e87-aba5-cd20a2d1e795,2025-05-20 00:00:00.000
29537,8680 Newell Ave.,,Burbank,9,91502,<memory at 0x0000022A9A03F4C0>,ce19bdd6-8020-4a60-a967-7873319328d0,2025-04-12 00:00:00.000
29538,3382 Greer Ave,,Spring Valley,9,91977,<memory at 0x0000022A9A03F580>,0834ca69-bb62-4736-ac34-5c691c0477a2,2025-05-07 00:00:00.000
29539,"754, rue de Bas Marin",,Villeneuve-d'Ascq,145,59491,<memory at 0x0000022A9A03F640>,de51b9fc-de23-488c-948b-bb7a554700c3,2024-12-20 10:09:29.423
29540,5495 Olivera Road,,Gold Coast,64,4217,<memory at 0x0000022A9A03F700>,82c33323-5919-4ad5-b245-41d0a7d20f4e,2024-08-19 00:00:00.000
29541,7848 York Dr.,,Hervey Bay,64,4655,<memory at 0x0000022A9A03F7C0>,a492ce8a-4dcd-4420-838a-e4934d57cbca,2025-03-27 00:00:00.000
29542,1460 Jasper Court,,San Francisco,9,94109,<memory at 0x0000022A9A03F880>,77d06c2b-d14b-40cd-80c0-f2b39932cd16,2025-01-23 00:00:00.000
29543,8671 Appalachia Dr.,,Burbank,9,91502,<memory at 0x0000022A9A03F940>,10454556-d8ca-4c8d-9001-e5a712990e53,2024-09-29 00:00:00.000
29544,1500 Grant Street,,Burlingame,9,94010,<memory at 0x0000022A9A03FA00>,b260cf25-99b9-4cc9-99a0-f2380b378761,2024-07-23 00:00:00.000
29545,7516 Laguna Street,,Woolston,14,WA1 4SY,<memory at 0x0000022A9A03FAC0>,fb005fbd-53f0-4743-b9c0-f804a661d790,2022-12-17 00:00:00.000
29546,2487 Riverside Drive,,Portland,58,97205,<memory at 0x0000022A9A03FB80>,f1860f0c-1f52-4b0a-bea0-3c9fd9a913b5,2025-03-18 00:00:00.000
29547,Auf dem Ufer 4,,Hamburg,20,20354,<memory at 0x0000022A9A03FC40>,2314f54c-0df1-4504-a7ae-c8e476aad835,2023-09-27 00:00:00.000
29548,4023 Glen Court,,Long Beach,9,90802,<memory at 0x0000022A9A03FD00>,7b783929-9d36-484c-acfb-73264970efb8,2024-09-20 00:00:00.000
29549,1911 Almond Avenue,,Matraville,50,2036,<memory at 0x0000022A9A03FDC0>,337abc8a-d629-4897-bd51-4dc437451426,2023-06-20 00:00:00.000
29550,2367 Vancouver Way,,London,14,SW8 4BG,<memory at 0x0000022A9A03FE80>,298a85b0-e419-42e3-9fb7-e5f93676bc68,2024-08-21 00:00:00.000
29551,7227 Serafina,,Downey,9,90241,<memory at 0x0000022A9A03FF40>,b405f9fd-eb41-46ff-9f29-a9cfe70b1bb1,2025-05-21 00:00:00.000
29552,8722 East View Place,,Palo Alto,9,94303,<memory at 0x0000022A9A04C040>,16cf454d-eaad-4094-a0d2-7b1f583fddc1,2025-03-31 00:00:00.000
29553,7128 Seaview Avenue,,Newcastle,50,2300,<memory at 0x0000022A9A04C100>,303eecb1-d749-45b3-9f2a-ce2f2b922a41,2024-08-03 00:00:00.000
29554,4837 Mohr Lane,,Everett,79,98201,<memory at 0x0000022A9A04C1C0>,8e7f70e2-041d-4a72-b25b-78f43ae4d61d,2024-09-14 00:00:00.000
29555,Postfach 99 92 92,,Hamburg,20,20354,<memory at 0x0000022A9A04C280>,722c58bb-6f43-4247-91fe-ff3ea216d938,2024-12-06 00:00:00.000
29556,"2, allÃÂ©e des Princes",,Courbevoie,178,92400,<memory at 0x0000022A9A04C340>,277cbd8e-c99a-4b3b-a00e-59af1006930a,2024-12-20 10:09:29.423
29557,Klara StraÃÅ¸e 2465,,MÃÂ¼nster,70,48001,<memory at 0x0000022A9A04C400>,f64b7c19-9571-4a53-8dab-a567238981d4,2025-04-26 00:00:00.000
29558,6277 Greenview Court,,Melton,77,3337,<memory at 0x0000022A9A04C4C0>,65d7964c-8170-4eb1-9db1-b346e409f61e,2025-06-12 00:00:00.000
29559,"99, rue Maillard",,Lille,145,59000,<memory at 0x0000022A9A04C580>,fa0b16ff-f353-40f6-ba02-f8eb0d79c329,2024-12-20 10:09:29.423
29560,893 Thornwood Drive,,Long Beach,9,90802,<memory at 0x0000022A9A04C640>,22a1121c-cc2e-417d-bdb8-20995c83ef9d,2025-03-14 00:00:00.000
29561,"31, place de Fontenoy",,Metz,143,57000,<memory at 0x0000022A9A04C700>,948d5f91-c723-47ff-a1db-81e5f8f71e62,2024-12-20 10:09:29.423
29562,7515 Royal Oak Rd.,,Chula Vista,9,91910,<memory at 0x0000022A9A04C7C0>,f2293975-7a8e-4d2a-94c4-65bbe8d2ff32,2024-12-15 00:00:00.000
29563,2429 Longview Road,,Burien,79,98168,<memory at 0x0000022A9A04C880>,0fadbe54-2a0c-4bb2-b14f-293eb9e72407,2024-09-02 00:00:00.000
29564,Auf Der Steige 1010,,Bottrop,53,46236,<memory at 0x0000022A9A04C940>,36aaad45-8056-4b5b-8c0f-32a8722e6cce,2025-05-28 00:00:00.000
29565,"1234, rue Ste-HonorÃÂ©",,Suresnes,178,92150,<memory at 0x0000022A9A04CA00>,31a11fb2-98fa-47ce-bb97-f8d6cda48776,2024-12-20 10:09:29.423
29566,4186 Green Valley Road,,Warrington,14,WA1,<memory at 0x0000022A9A04CAC0>,88226978-3981-4efe-a5cd-625f82c5bcdd,2023-02-02 00:00:00.000
29567,9161 Viking Drive,,Newcastle,50,2300,<memory at 0x0000022A9A04CB80>,ac603354-5a2d-4576-bac5-6ce1625a1b3d,2023-12-12 00:00:00.000
29568,3066 Wallace Dr.,,Seaford,77,3198,<memory at 0x0000022A9A04CC40>,ed99eb85-2400-490b-87fe-a1ab44d373cf,2024-09-21 00:00:00.000
29569,7128 Joan Ave.,,Glendale,9,91203,<memory at 0x0000022A9A04CD00>,9cc06475-f29d-4243-9f4f-6c262593272d,2025-01-18 00:00:00.000
29570,"6, rue des Vendangeurs",,Paris,161,75010,<memory at 0x0000022A9A04CDC0>,cb44e4dd-9b73-4b25-a461-e7e7891f6eec,2024-12-20 10:09:29.423
29571,4393 Chianti Pl.,,London,14,SW19 3RU,<memory at 0x0000022A9A04CE80>,60e5dedd-8e84-4c28-be32-520c50e20328,2025-02-03 00:00:00.000
29572,5725 Glazier Drive,,Bellingham,79,98225,<memory at 0x0000022A9A04CF40>,c91123ea-b41c-4a96-8cae-a93d6681cd26,2025-02-21 00:00:00.000
29573,6915 Golden Leaf Way,,Warrington,14,WA1,<memory at 0x0000022A9A04D000>,a0cd12c8-bfa8-4b99-a492-d7c459216390,2025-04-19 00:00:00.000
29574,4992 Yorba Linda,,Palo Alto,9,94303,<memory at 0x0000022A9A04D0C0>,01aba766-375e-423b-a30a-66ab01f196db,2024-12-24 00:00:00.000
29575,5696 McFaul Drive,,Beaverton,58,97005,<memory at 0x0000022A9A04D180>,c812351f-f8bc-4481-a42b-ea9df09f0901,2025-02-25 00:00:00.000
29576,8287 Altura Dr.,,Wollongong,50,2500,<memory at 0x0000022A9A04D240>,8753c15c-5e9e-4f93-9574-7ffa74281e66,2024-08-25 00:00:00.000
29577,7688 P St.,,Marysville,79,98270,<memory at 0x0000022A9A04D300>,f854cdd0-a548-42eb-8e10-072661613db5,2023-10-31 00:00:00.000
29578,"1931, boulevard Beau Marchais",,Chatou,164,78400,<memory at 0x0000022A9A04D3C0>,ba6c9a02-d6c9-468c-8b75-09ece76b7b2e,2024-12-20 10:09:29.423
29579,6020 Regency Dr.,,Concord,9,94519,<memory at 0x0000022A9A04D480>,440a8715-170e-47c7-9e5e-c40e3aed7de8,2024-04-06 00:00:00.000
29580,3140 Gingham Way,,Bremerton,79,98312,<memory at 0x0000022A9A04D540>,696d6197-509b-4b00-8904-7fcbbec668ca,2025-02-04 00:00:00.000
29581,7556 Garcia Ranch Road,,Royal Oak,7,V8X,<memory at 0x0000022A9A04D600>,936d5503-c310-4f6b-93b6-2d979abfb650,2024-01-09 00:00:00.000
29582,3416 Cunha Ct,,Oregon City,58,97045,<memory at 0x0000022A9A04D6C0>,e51e4425-5a32-4a20-889e-d3810d0b51a8,2024-11-08 00:00:00.000
29583,"11, rue de l'Espace De Schengen",,Verrieres Le Buisson,177,91370,<memory at 0x0000022A9A04D780>,27b8413f-56b0-4525-8b95-e332b7a4d2a9,2024-12-20 10:09:29.423
29584,"9, rue LÃÂ©o Delibes",,Metz,143,57000,<memory at 0x0000022A9A04D840>,bf5f6b22-1aea-4aca-aeb2-1813d3f1b572,2024-12-20 10:09:29.423
29585,4911 Dubhe Court,,San Gabriel,9,91776,<memory at 0x0000022A9A04D900>,0f13d78a-f4ff-4a52-83da-ce605bc35432,2024-05-17 00:00:00.000
29586,160 Kentucky Drive,,Sunbury,77,3429,<memory at 0x0000022A9A04D9C0>,f5de153f-feb6-4b41-a3a1-f4932e3944be,2024-10-10 00:00:00.000
29587,433 Marsh Drive,,East Brisbane,64,4169,<memory at 0x0000022A9A04DA80>,758878ed-3d77-4740-ad12-65d3f9579322,2025-03-28 00:00:00.000
29588,Zur Lindung 199,,Darmstadt,19,64283,<memory at 0x0000022A9A04DB40>,50081fc7-6290-4d40-b5c5-3d8e58e4417c,2023-12-23 00:00:00.000
29589,8370 Merced Circle,,Westminster,7,V3L 1H4,<memory at 0x0000022A9A04DC00>,5d94b10a-17b9-45bf-93c7-a54640fcd873,2025-01-19 00:00:00.000
29590,2775 Delta View Ln.,,Mill Valley,9,94941,<memory at 0x0000022A9A04DCC0>,32841717-cc30-4bf0-bbaa-345529556053,2025-04-26 00:00:00.000
29591,9875 Grant St,,Warrnambool,77,3280,<memory at 0x0000022A9A04DD80>,14e06f8f-31de-48bc-b6e3-807c78541904,2023-11-29 00:00:00.000
29592,6488 Dublin Blvd.,,Palo Alto,9,94303,<memory at 0x0000022A9A04DE40>,4e62669e-00fa-426a-b3dd-b79a05b74c47,2023-06-18 00:00:00.000
29593,1147 Mellowood Street,,Newport Beach,9,92625,<memory at 0x0000022A9A04DF00>,24b64b7e-acf3-4bde-9c0f-5d5537e6f8d4,2024-05-29 00:00:00.000
29594,4551 Thistle Circle,,Colma,9,94014,<memory at 0x0000022A9A04DFC0>,f1d4e9f3-2a96-41f4-bcc6-13408b9a6c9f,2023-06-02 00:00:00.000
29595,7026 Hooftrail Way,,South Melbourne,77,3205,<memory at 0x0000022A9A04E080>,5b20b044-b669-4d16-8f70-148dfabd22f8,2024-11-06 00:00:00.000
29596,"15, rue Basse-du-Rocher",,Paris,161,75002,<memory at 0x0000022A9A04E140>,2e21b1eb-b5c9-4b7a-87ef-76f89a056f2f,2024-12-20 10:09:29.423
29597,7769 Holton Court,,Cliffside,7,V8Y 1L1,<memory at 0x0000022A9A04E200>,2a2dd442-578a-46cd-9856-2bed835ca97a,2024-07-27 00:00:00.000
29598,Wallstr 842,,Hannover,53,30601,<memory at 0x0000022A9A04E2C0>,75067681-6b9b-4f61-b303-b6ef4a1772b3,2025-04-02 00:00:00.000
29599,8531 Doncaster Dr,,Lavender Bay,50,2060,<memory at 0x0000022A9A04E380>,c40084dd-48bd-4935-b5e5-29d50467d354,2024-10-25 00:00:00.000
29600,Am Gallberg 656,,Werne,53,59368,<memory at 0x0000022A9A04E440>,53ee2689-870a-4685-a0af-6c218608d1fd,2025-03-08 00:00:00.000
29601,5339 Cashew Street,,Tacoma,79,98403,<memory at 0x0000022A9A04E500>,c3c78669-d4d4-42a3-9285-4b92181152d0,2024-10-23 00:00:00.000
29602,6441 Mcelroy Court,,Hervey Bay,64,4655,<memory at 0x0000022A9A04E5C0>,a60d47eb-aa8a-4fb7-80bf-433308209b1b,2023-11-21 00:00:00.000
29603,5717 Monterey Ave,,Lancaster,14,LA1 1LN,<memory at 0x0000022A9A04E680>,d70e2547-12f9-4aee-8b5d-8b3f9ede1c85,2023-07-24 00:00:00.000
29604,8084 Cardiff Drive,,Darlinghurst,50,2010,<memory at 0x0000022A9A04E740>,02195ea2-4adf-4118-be6a-fa5e4f4e6eff,2024-09-01 00:00:00.000
29605,Herzogstr 4228,,Werne,53,59368,<memory at 0x0000022A9A04E800>,0756cfbf-2f1e-4226-a8a5-ad1b40946933,2023-03-13 00:00:00.000
29606,4214 Northwood Dr.,,Cranbourne,77,3977,<memory at 0x0000022A9A04E8C0>,a2b50fcd-f41d-4476-a311-d46b028c64a7,2024-08-07 00:00:00.000
29607,2215 La Corte Bonita,,Chula Vista,9,91910,<memory at 0x0000022A9A04E980>,150c799a-a640-448e-857e-2078a0858fce,2022-08-08 00:00:00.000
29608,2345 Yorba Linda,,Hervey Bay,64,4655,<memory at 0x0000022A9A04EA40>,f6b7e4d1-a779-4420-b52d-4b95f0f8ef65,2023-05-06 00:00:00.000
29609,"3, cours Mirabeau",,Villeneuve-d'Ascq,145,59491,<memory at 0x0000022A9A04EB00>,f4a3efa2-41e8-476f-937a-a1b08dc55494,2024-12-20 10:09:29.423
29610,"201bis, boulevard Saint Germain",,Versailles,164,78000,<memory at 0x0000022A9A04EBC0>,593e921e-86e5-4fcd-b75c-dff022534d61,2024-12-20 10:09:29.423
29611,2528 Fall Creek Road,,Berkeley,9,94704,<memory at 0x0000022A9A04EC80>,e83727ba-97d0-46bd-a968-dfa20ac82043,2025-01-28 00:00:00.000
29612,2411 Clark Creek Lane,,Berkshire,14,RG11 5TP,<memory at 0x0000022A9A04ED40>,806c0040-846d-4061-a2dc-7a738d5d2ef9,2023-07-04 00:00:00.000
29613,9216 Sandy Way,,Berkeley,9,94704,<memory at 0x0000022A9A04EE00>,15ab5dc4-b77e-4a62-83c5-6f31d0265a8b,2024-10-04 00:00:00.000
29614,7902 Bates Court,,Haney,7,V2W 1W2,<memory at 0x0000022A9A04EEC0>,3397c5b2-c0cf-42ec-9c1d-eee6e6e660ed,2024-02-22 00:00:00.000
29615,7942 Palms,,Lakewood,9,90712,<memory at 0x0000022A9A04EF80>,b1e53c94-1848-4908-a167-663f4d85483c,2022-12-29 00:00:00.000
29616,6274 San Antonio,,Victoria,7,V8V,<memory at 0x0000022A9A04F040>,a5734d4f-cdbb-45b0-93a7-b4bf0ace9f2b,2022-09-27 00:00:00.000
29617,RÃÂ¤uscherweg 292,,Kiel,70,24044,<memory at 0x0000022A9A04F100>,4d6e863a-0715-48fd-8690-cf97fdce503a,2024-11-07 00:00:00.000
29618,5465 Janin Pl.,,Warrnambool,77,3280,<memory at 0x0000022A9A04F1C0>,93930cab-dac2-4b5c-8cc7-7aac93d832c2,2024-03-17 00:00:00.000
29619,"11, rue de l'Espace De Schengen",,Boulogne-Billancourt,178,92100,<memory at 0x0000022A9A04F280>,9ad4210b-d4be-47c5-9937-eaf3ead29a2a,2024-12-20 10:09:29.423
29620,48 Calico Way,,Concord,9,94519,<memory at 0x0000022A9A04F340>,1918a7cf-634d-4e69-9a3a-14bba5fbaed2,2024-07-20 00:00:00.000
29621,466 E St.,,Colma,9,94014,<memory at 0x0000022A9A04F400>,f1504fab-0f5b-4414-9cbf-c680d2b848ea,2022-11-21 00:00:00.000
29622,Alderstr 8429,,MÃÂ¼hlheim,20,63151,<memory at 0x0000022A9A04F4C0>,4e88aea2-fbb9-4f1f-a4e8-2cd2667b8159,2024-09-03 00:00:00.000
29623,8005 Water St.,,Milsons Point,50,2061,<memory at 0x0000022A9A04F580>,34166c05-e108-428e-916c-7bf40dc7052a,2025-01-16 00:00:00.000
29624,"7005, rue des Bouchers",,Roncq,145,59223,<memory at 0x0000022A9A04F640>,9a4b74b1-1e15-4427-a761-e4b30a75e69c,2024-12-20 10:09:29.423
29625,7572 Easley Drive,,Hervey Bay,64,4655,<memory at 0x0000022A9A04F700>,e5f92402-e696-4b3a-9a9a-ce3d31f5d058,2024-03-12 00:00:00.000
29626,4077 Chinquapin Ct,,Coffs Harbour,50,2450,<memory at 0x0000022A9A04F7C0>,6619f2f2-c855-4fce-846c-160aef711501,2024-11-30 00:00:00.000
29627,9067 Argonne Drive,,Lemon Grove,9,91945,<memory at 0x0000022A9A04F880>,95510cf5-b99a-4560-8ad3-4628e4fa1bea,2025-01-12 00:00:00.000
29628,7248 Holiday Hills Dr.,,Burlingame,9,94010,<memory at 0x0000022A9A04F940>,b11da02d-b538-4ca8-a5cf-f11d02089db4,2023-12-22 00:00:00.000
29629,Auf den Kuhlen StraÃÅ¸e 2249,,Hamburg,20,20354,<memory at 0x0000022A9A04FA00>,e602d95c-ee8f-40b8-96c7-6003159ffa08,2023-07-25 00:00:00.000
29630,3581 Rising Dawn Way,,Beaverton,58,97005,<memory at 0x0000022A9A04FAC0>,98b7c0c3-072d-4b80-b582-7e2e63a050fe,2024-07-18 00:00:00.000
29631,KrÃÂ¶nerweg 7677,,Neunkirchen,70,66578,<memory at 0x0000022A9A04FB80>,26895ab4-fa5e-4847-8287-9ebc607f9c77,2024-02-15 00:00:00.000
29632,485 Ash Lane,,Matraville,50,2036,<memory at 0x0000022A9A04FC40>,9f661149-4a01-40be-b506-6dc6685b4302,2022-10-05 00:00:00.000
29633,"976, quai de Grenelle",,Paris,161,75016,<memory at 0x0000022A9A04FD00>,feccfa35-631d-461e-b19d-ca3047f72b1f,2024-12-20 10:09:29.423
29634,4641 Brown St.,,Port Macquarie,50,2444,<memory at 0x0000022A9A04FDC0>,ae57328e-953a-469d-9b50-b3c0621f7332,2022-08-29 00:00:00.000
29635,1343 Apple Drive,,Chula Vista,9,91910,<memory at 0x0000022A9A04FE80>,04192f5b-d555-41e8-8342-dc661cb28992,2025-02-25 00:00:00.000
29636,"4, rue de Courtaboeuf",,Saint Germain en Laye,164,78100,<memory at 0x0000022A9A04FF40>,e5e3ed32-47f8-4a8e-91ac-d6e71af36d22,2024-12-20 10:09:29.423
29637,2601 D Bel Air Drive,,Lane Cove,50,1597,<memory at 0x0000022A9A05C040>,382f89c6-3618-4369-b7ab-b6d3cccbaefa,2023-04-11 00:00:00.000
29638,7959 Mt. Wilson Way,,Port Hammond,7,V6B 3P7,<memory at 0x0000022A9A05C100>,5ab8f08c-dad4-4b77-add1-16cd0d35f735,2024-07-29 00:00:00.000
29639,4581 Coggins Drive,,Port Orchard,79,98366,<memory at 0x0000022A9A05C1C0>,90f6bece-a6e8-4fe8-8947-ec9dc5262b3a,2023-06-21 00:00:00.000
29640,4575 Shannondale Drive,,Colma,9,94014,<memory at 0x0000022A9A05C280>,546283a9-6e24-4152-af1e-b2e0e2d0d332,2024-11-09 00:00:00.000
29641,9494 Buena Vista,,Downey,9,90241,<memory at 0x0000022A9A05C340>,6d4162ea-6e24-4129-aa90-f008c26714d6,2025-06-21 00:00:00.000
29642,"242, rue LÃÂ©o Delibes",,SÃÂ¨vres,178,92310,<memory at 0x0000022A9A05C400>,fe1bc6c8-ef3b-491d-a20e-2f5effccfaa3,2024-12-20 10:09:29.423
29643,9027 Lancelot Dr,,W. Linn,58,97068,<memory at 0x0000022A9A05C4C0>,9b9daaae-44b9-4669-a810-478fcfaf4c75,2025-06-24 00:00:00.000
29644,4195 San Paolo,,Lincoln Acres,9,91950,<memory at 0x0000022A9A05C580>,453294a1-3551-4119-843b-222bdd3eeef0,2024-11-14 00:00:00.000
29645,3981 Augustine Drive,,National City,9,91950,<memory at 0x0000022A9A05C640>,c62d6893-c0df-4fb4-9509-7fc794399e28,2024-06-23 00:00:00.000
29646,"43, rue de Linois",,Villeneuve-d'Ascq,145,59491,<memory at 0x0000022A9A05C700>,85ac3898-f1f2-4527-80f2-bdc8bc56a7f7,2024-12-20 10:09:29.423
29647,2059 Brookdale Dr,,Metchosin,7,V9,<memory at 0x0000022A9A05C7C0>,06bf1092-53c6-4641-95ed-ffa536593769,2024-09-17 00:00:00.000
29648,"401, boulevard du Montparnasse",,Cergy,181,95000,<memory at 0x0000022A9A05C880>,9950fcb1-9295-4ea3-b98e-0054cb524491,2024-12-20 10:09:29.423
29649,2099 San Jose,,Mill Valley,9,94941,<memory at 0x0000022A9A05C940>,326c6ea6-9e0a-472b-b385-991bf5899932,2024-08-27 00:00:00.000
29650,209 Mobile Lane,,London,14,SW6 SBY,<memory at 0x0000022A9A05CA00>,e655501b-365b-44f6-8fa4-c28cb217087e,2023-05-18 00:00:00.000
29651,"6614, rue Surcouf",,Bobigny,179,93000,<memory at 0x0000022A9A05CAC0>,c799ab48-59b6-463b-8610-06365fabdf37,2024-12-20 10:09:29.423
29652,2214 Solano,,Burbank,9,91502,<memory at 0x0000022A9A05CB80>,a25aaf0b-a0ad-4f31-a363-55d6494bf169,2024-09-11 00:00:00.000
29653,3086 Indigo Ct,,El Cajon,9,92020,<memory at 0x0000022A9A05CC40>,3cc42298-7a00-4003-8ad1-20323cd53a61,2024-07-24 00:00:00.000
29654,8600 Jomar,,London,14,W1V 5RN,<memory at 0x0000022A9A05CD00>,02c3783f-2816-48e7-a3a3-429c822a60a9,2025-02-05 00:00:00.000
29655,3119 Moretti Drive,,Rhodes,50,2138,<memory at 0x0000022A9A05CDC0>,b16cc6fe-30e6-48d1-a8d6-017bbbce3e76,2024-11-03 00:00:00.000
29656,6036 Park Glenn,,Issaquah,79,98027,<memory at 0x0000022A9A05CE80>,4f43637d-ec22-4a8d-b7b5-3168ef4659e2,2025-03-01 00:00:00.000
29657,4622 Andrea Lane,,Novato,9,94947,<memory at 0x0000022A9A05CF40>,60eb8677-bc20-49e3-a091-ff19572f7700,2025-02-27 00:00:00.000
29658,7826 W. Hookston Road,,Lincoln Acres,9,91950,<memory at 0x0000022A9A05D000>,8a61bed1-d718-4847-bba9-16323efa99b2,2025-04-14 00:00:00.000
29659,9321 Quiet Place Drive,,Langford,7,V9,<memory at 0x0000022A9A05D0C0>,8df994ca-5a05-4f06-9023-2fc975d3f669,2024-10-29 00:00:00.000
29660,4808 Bon Homme Way,,London,14,SW8 1XD,<memory at 0x0000022A9A05D180>,75764610-4789-4dd3-a966-5982a8c2b6bb,2024-08-22 00:00:00.000
29661,5436 Via Del Sol,,La Jolla,9,92806,<memory at 0x0000022A9A05D240>,a207dd81-31ba-4688-bb65-52fd28666356,2024-11-25 00:00:00.000
29662,"873, rue Malar",,Roncq,145,59223,<memory at 0x0000022A9A05D300>,2ee39457-0715-4e72-90ec-a486781a2060,2024-12-20 10:09:29.423
29663,7185 Westcliffe Place,,San Gabriel,9,91776,<memory at 0x0000022A9A05D3C0>,abaee32d-7af9-4dc3-b4a9-a7cf997fbe2a,2024-10-28 00:00:00.000
29664,3554 Trinity Ave,,Glendale,9,91203,<memory at 0x0000022A9A05D480>,44659b4f-a3cd-4841-a513-d87a1540a310,2024-09-02 00:00:00.000
29665,7723 Sun View Terrace,,Lane Cove,50,1597,<memory at 0x0000022A9A05D540>,ec8c9bb7-d6d0-4977-919f-b1c520c6ceaa,2024-07-14 00:00:00.000
29666,2354 Caravelle Ct,,Brisbane,64,4000,<memory at 0x0000022A9A05D600>,db6f6cfd-e7fd-40b5-aedd-818486eb0a3b,2024-01-28 00:00:00.000
29667,8213 Dianda Dr,,Lebanon,58,97355,<memory at 0x0000022A9A05D6C0>,dfe6dfec-0463-413a-86f6-70e2c5648b96,2024-11-21 00:00:00.000
29668,4691 West Street,,Cranbourne,77,3977,<memory at 0x0000022A9A05D780>,a122e0ed-96cc-436e-9043-787cb56237e4,2025-02-09 00:00:00.000
29669,4510 Terry Lynn Lane,,London,14,W1X3SE,<memory at 0x0000022A9A05D840>,bb08bb25-02b0-41f8-9dd8-4cabfd819e0b,2024-10-22 00:00:00.000
29670,3531 Brookview Drive,,Chula Vista,9,91910,<memory at 0x0000022A9A05D900>,a9af54e1-4acf-428d-92c2-1a1aa55b3cb3,2024-08-16 00:00:00.000
29671,4242 Coggins Dr.,,Coffs Harbour,50,2450,<memory at 0x0000022A9A05D9C0>,84c836eb-080f-4a9f-8af7-91ef3241bf58,2024-09-26 00:00:00.000
29672,4836 Stratton Circle,,Oakland,9,94611,<memory at 0x0000022A9A05DA80>,b9bf648c-ffac-456a-b28a-dcee61859221,2023-04-28 00:00:00.000
29673,4490 Chablis Court,,Burlingame,9,94010,<memory at 0x0000022A9A05DB40>,8a1b6467-afe4-48cb-ab17-2392544749d3,2025-05-25 00:00:00.000
29674,9748 Sutherland Dr,,Port Hammond,7,V6B 3P7,<memory at 0x0000022A9A05DC00>,8a273033-d6b2-40b8-a2df-e06e784862b7,2024-12-03 00:00:00.000
29675,63 Palms,,Bremerton,79,98312,<memory at 0x0000022A9A05DCC0>,e481bde8-8226-4366-a399-88f2c1ff6dbb,2024-10-30 00:00:00.000
29676,"112, avenue du QuÃÂ©bec",,Pantin,179,93500,<memory at 0x0000022A9A05DD80>,bda4931a-7e79-497e-96ee-b63fff80756d,2024-12-20 10:09:29.423
29677,Curieweg 991,,Duesseldorf,19,40434,<memory at 0x0000022A9A05DE40>,9fe4a379-583c-4b41-adda-33d098fc8b93,2025-04-04 00:00:00.000
29678,Husemann StraÃÅ¸e 4424,,Frankfurt,19,60323,<memory at 0x0000022A9A05DF00>,76872a71-9dab-4a3d-8deb-acb5bc4d1580,2024-07-30 00:00:00.000
29679,"2, rue de lÃÂ´Avenir",,Roubaix,145,59100,<memory at 0x0000022A9A05DFC0>,28e8430d-e2b9-41a3-b8c1-2b1cf73d2ddd,2024-12-20 10:09:29.423
